mana,card_text,attack,health,class,rarity,card_mark,minion_type,spell_school
1,"Deal 2 damage to a minion. If it dies, deal 3 damage to the enemy hero.",,,['Priest'],Common,4.5,,Shadow
1,Put a copy of a random card in your opponent's hand into your hand.,,,['Priest'],,3.2,,
3,Hero Powers are disabled.,2.0,5.0,['Neutral'],Rare,3.9,,
3,"Battlecry: Choose an enemy minion.

Deathrattle: Summon a new copy of it.",3.0,3.0,['Priest'],Legendary,3.4,,
4,Put a copy of a random minion from your opponent's deck into the battlefield.,,,['Priest'],Epic,3.1,,Shadow
3,Battlecry: Swap hands and decks with your opponent until your next turn.,1.0,3.0,['Priest'],Legendary,4.2,,
2,Deal 5 damage randomly split among all minions.,,,['Warrior'],Common,3.5,,
3,"Stealth
Spell Damage +1",3.0,1.0,['Neutral'],Epic,2.1,,
8,Draw 3 cards. Summon a Plant with Taunt and stats equal to your hand size.,,,['Druid'],Common,4.0,,Nature
3,Battlecry: Choose a friendly minion. Summon a 1/1 copy of it.,2.0,3.0,['Priest'],Rare,4.1,,
4,Choose One - Summon a 2/2 Slime; or gain an empty Mana Crystal.,3.0,3.0,['Druid'],Rare,4.5,,
3,"Secret: After your opponent plays a minion, summon a copy of it.",,,['Mage'],Common,4.1,,Arcane
1,Summon two 0/2 minions with Taunt.,,,['Mage'],,3.6,,
3,Battlecry: Swap the top card of your deck with your opponent's.,3.0,3.0,['Neutral'],Epic,2.2,,
4,Battlecry: Summon a copy of this. Infuse (3): Summon two copies instead.,3.0,3.0,['Warlock'],Rare,4.0,['Demon'],
2,"Secret: When a character attacks your hero, instead he attacks another random character.",,,['Hunter'],Rare,3.1,,
8,"Rush

After this attacks, gain +1 Attack and attack a random enemy minion.",3.0,10.0,['Neutral'],Rare,2.1,['Undead'],
6,"Magnetic

At the end of your turn, deal 1 damage to all other characters.",4.0,4.0,['Neutral'],Rare,2.8,['Mech'],
1,This has all minion types.,1.0,3.0,['Neutral'],Epic,4.5,['Amalgam'],
6,Rush. Battlecry: Fill your opponent's hand with Bananas.,10.0,10.0,['Hunter'],Legendary,4.0,['Beast'],
1,Deathrattle: Restore 4 Health to both players.,2.0,2.0,['Neutral'],Common,4.5,,
5,"Battlecry: Give a friendly minion +3/+3.

Overload: (1)",4.0,4.0,['Shaman'],Common,3.9,,
4,"Whenever you play an Echo card, gain +1/+1.",3.0,5.0,['Rogue'],Rare,3.1,,
1,Discover a copy of a card your opponent played this game.,,,['Rogue'],Common,4.0,,
2,All minions take double damage from spells.,2.0,4.0,['Neutral'],Epic,3.6,['Demon'],
8,"Taunt
Deathrattle: Gain 8 Armor.",8.0,8.0,['Neutral'],Common,3.6,['Demon'],
6,Battlecry: Destroy a minion. Deathrattle: Resummon it.,3.0,3.0,['Neutral'],Rare,3.4,,
6,All minions have a 50% chance to attack the wrong enemy.,7.0,6.0,['Neutral'],Legendary,2.3,,
6,50% chance to attack the wrong enemy.,8.0,5.0,['Neutral'],Rare,1.9,,
1,"Battlecry: If your board is full of Mogu Cultists, sacrifice them all and summon Highkeeper Ra.",1.0,1.0,['Neutral'],Epic,2.8,,
9,Rush. Costs (1) less for each minion on the battlefield.,3.0,4.0,['Shaman'],Rare,3.2,,
4,Taunt,1.0,7.0,['Neutral'],Common,1.9,,
6,Battlecry: Set each player to 5 Mana Crystals.,5.0,5.0,['Neutral'],Legendary,4.0,,
4,"Rush, Battlecry: Choose a friendly minion and copy its Deathrattle.",5.0,2.0,['Hunter'],Rare,4.4,['Beast'],
1,"Each turn this is in your hand, transform it into a new weapon.",1.0,,['Warrior'],Rare,3.3,,
3,Deal 2 damage. Summon that many 1/1 Elementals.,,,['Shaman'],Rare,3.4,,Fire
4,"Deal 5 damage to a minion. If you're holding a Dragon, gain 5 Armor.",,,['Warrior'],Rare,3.7,,Fire
20,Costs (1) less for each damage your hero has taken.,8.0,8.0,['Neutral'],Epic,2.7,['Elemental'],
4,Choose a friendly minion. Summon a copy of it.,,,['Mage'],Rare,3.9,,Fire
4,Battlecry: Repeat the last friendly Deathrattle that triggered.,3.0,4.0,['Hunter'],Common,3.6,['Beast'],
1,"Deal 1 damage to an enemy, twice.",,,['Druid'],Common,3.5,,Arcane
5,Can only take 1 damage at a time.,6.0,3.0,['Neutral'],Legendary,3.5,['Beast'],
0,Deal 1 damage.,,,['Druid'],,2.7,,Arcane
6,Restore 6 Health. Summon a random 6-Cost minion.,,,['Druid'],Rare,4.0,,Nature
2,"Discover a copy of a card in your deck. If you play it this turn, draw the original.",,,['Druid'],Rare,4.6,,Arcane
3,Give your hero +4 Attack this turn. Corrupt: And gain 6 Armor.,,,['Druid'],Rare,2.7,,
6,"Whenever another minion is Frozen, add a copy of it to your hand.",4.0,4.0,['Shaman'],Legendary,3.0,,
8,"Battlecry: If you've dealt 10 damage with your Hero Power this game, deal 10 damage to all enemis.",8.0,8.0,['Mage'],Legendary,3.9,,
3,"Stealth

At the end of your turn, summon a 1/1 Steward.",1.0,1.0,['Neutral'],Legendary,2.3,,
5,"Taunt. Battlecry: If your hero attacked this turn, summon a copy of this.",4.0,4.0,['Warrior'],Epic,4.3,,
3,"Can't attack. After your opponent plays a  minion, summon a 2/2 Grunt.",3.0,5.0,['Neutral'],Rare,3.4,,
1,"Deal 1 damage to a minion. If that kills it, draw a card.",,,['Warlock'],Common,4.1,,Shadow
4,"Deal 4 damage. If you have 12 or less Health, deal 6 instead.",,,['Warrior'],Rare,3.2,,
5,"After your opponent plays a minion, give it Reborn.",8.0,8.0,['Neutral'],Epic,2.2,['Mech'],
2,Spend 3 Corpses to give a friendly minion Reborn.,,,['Death Knight'],Common,3.8,,
5,Enemies attacking this have a 50% chance to attack someone else.,6.0,5.0,['Neutral'],Epic,2.8,,
8,"Taunt
Divine Shield",2.0,14.0,['Neutral'],Common,2.3,,
6,Battlecry: Destroy all other minions with 2 or less Attack.,2.0,7.0,['Neutral'],Epic,3.8,,
6,"Rush
Deathrattle: Summon two random Mechs that cost (3) or less.",5.0,4.0,['Neutral'],Rare,3.6,['Mech'],
2,"Secret: After your opponent plays three cards in a turn, deal 6 damage to the enemy hero.",,,['Hunter'],Common,3.4,,
7,"Taunt
Deathrattle: Summon two 2/4 Cubs with Taunt.",5.0,6.0,['Hunter'],Common,3.1,['Beast'],
12,Costs (1) less for each other card in your hand.,8.0,8.0,['Neutral'],Epic,4.5,['Elemental'],
3,"Deathrattle: If it's your opponent's turn, gain 6 Armor.",4.0,3.0,['Warrior'],Rare,4.1,,
3,Deathrattle: Summon a random 1-Cost minion.,3.0,2.0,['Druid'],Common,3.8,['Beast'],
5,"After you cast a spell, gain Spell Damage +1.",3.0,8.0,['Mage'],Legendary,2.9,,
7,Your Pirates have Charge.,6.0,5.0,['Neutral'],Legendary,4.6,['Pirate'],
5,"Rush, Battlecry: Summon two 2/1 Muck Monsters for your opponent.",5.0,8.0,['Neutral'],Epic,2.8,,
5,ALL minions cost (2) more.,5.0,5.0,['Neutral'],Common,2.7,,
1,Transform a friendly minion into one that costs (1) more.,,,['Shaman'],Rare,4.4,,
3,"Taunt
Battlecry: Discover a Paladin card.",2.0,4.0,['Paladin'],Common,3.9,,
5,Battlecry: Transform into a 4/4 copy of a different minion in your deck.,4.0,4.0,['Shaman'],Epic,3.3,,
6,Battlecry: Add 2 Bananas to your hand.,5.0,5.0,['Neutral'],Legendary,2.7,['Beast'],
5,Inspire: Give your other minions +1/+1.,4.0,3.0,['Neutral'],Common,3.8,['Beast'],
3,Destroy a minion. Add a random minion to your opponent's hand.,,,['Druid'],Epic,2.8,,Nature
9,Rush. Costs (1) less for each friendly Treant that died this game.,8.0,8.0,['Druid'],Rare,3.6,['Mech'],
4,Deal 3 damage to two random enemy minions.,,,['Hunter'],,3.3,,
2,Give your hero +2 Attack this turn. They may attack and additional enemy minion.,,,"['Hunter', 'Demon Hunter']",Rare,3.8,,Fel
4,Battlecry: Draw a card for each different spell school you've cast this game.,3.0,4.0,['Neutral'],Rare,3.4,['Pirate'],
2,Choose a minion. Destroy it after another enemy minion dies.,,,['Rogue'],Common,3.6,,
2,"Divine Shield
Deathrattle: Shuffle 'Murgurgle Prime' into your deck.",2.0,1.0,['Paladin'],Legendary,4.1,['Murloc'],
2,"Battlecry: If your deck has only even-Cost cards, deal 2 damage.",2.0,3.0,['Shaman'],Rare,3.6,['Beast'],
2,Battlecry: The next spell you play costs (1) less.,3.0,2.0,['Neutral'],Common,3.6,['Naga'],
3,Battlecry: Solve 3 Clues about your opponent's cards to get copies of them.,3.0,4.0,['Neutral'],Legendary,3.2,['Murloc'],
4,Inspire: Summon a random Murloc.,3.0,4.0,['Paladin'],Common,4.6,['Murloc'],
1,You must be logged in to post a comment.,2.0,1.0,['Neutral'],,2.1,['Murloc'],
4,Deathrattle: Draw 2 Murlocs from your deck.,3.0,2.0,['Neutral'],Rare,1.9,['Murloc'],
1,"Whenever you summon a Murloc, gain +1 Attack.",1.0,2.0,['Neutral'],Rare,4.0,['Murloc'],
2,Battlecry: Summon a 1/1 Murloc Scout.,2.0,1.0,['Neutral'],Common,3.0,['Murloc'],
0,You must be logged in to post a comment.,1.0,1.0,['Neutral'],Common,3.2,['Murloc'],
3,Your other Murlocs have +2 Attack.,3.0,3.0,['Neutral'],Epic,4.6,['Murloc'],
4,"Lifesteal
Infuse (4): This costs (0).",3.0,4.0,['Neutral'],Common,4.1,['Murloc'],
2,Battlecry: Your next Battlecry this turn triggers twice.,1.0,1.0,['Shaman'],Rare,4.5,['Elemental'],
1,Reborn,1.0,1.0,['Neutral'],Common,4.5,"['Undead', 'Murloc']",
8,Battlecry: Play all cards your opponent played last turn.,8.0,8.0,['Priest'],Legendary,4.6,['Dragon'],
2,Battlecry: Discover a Deathrattle card.,1.0,2.0,['Priest'],Common,4.2,,
3,Summon three 1/1 Silver Hand Recruits. Equip a 1/4 Weapon.,,,['Paladin'],Rare,4.7,,
7,Battlecry: Eat a minion in your opponent's hand. Gain its stats.,4.0,4.0,['Neutral'],Legendary,3.9,['Murloc'],
0,Transform a friendly minion into a random one that costs (1) more.,,,['Shaman'],Common,2.5,,Nature
5,Battlecry: Discover a Deathrattle minion. Also gain its Deathrattle.,4.0,2.0,['Rogue'],Legendary,3.6,,
5,Draw the rest of your deck.,,,['Rogue'],Legendary,3.0,,
3,"After you cast a spell on this minion, draw a card.",3.0,4.0,['Paladin'],Common,4.0,['Naga'],
2,"Battlecry: If you control a Secret, gain +1 Attack.",2.0,,['Paladin'],Rare,4.2,,
6,Battlecry: Put one of each Secret from your deck into the battlefield.,6.0,6.0,['Paladin'],Epic,4.6,,
2,Battlecry: Reduce the Cost of cards copied from your opponent by (2).,2.0,3.0,['Priest'],Epic,3.3,,
1,Battlecry: Discover a Secret.,1.0,1.0,['Hunter'],Common,4.7,,
4,Battlecry: Give your weapon +1 Attack.,5.0,4.0,['Neutral'],Common,3.5,['Pirate'],
20,Costs (1) less for each Mana you've spent on spells this game.,8.0,8.0,['Neutral'],Epic,4.2,['Naga'],
5,Battlecry: Change the Cost of spells in your hand to (5).,5.0,5.0,['Mage'],Rare,3.7,,
8,Your cards cost (5).,5.0,5.0,['Neutral'],Epic,3.0,,
3,"Summon two 2/2 Lionfish. If you played a Naga while holding this, give them +1/+1.",,,['Hunter'],Rare,2.7,,
10,Summon four 3/5 Clefthoofs that attack random enemies.,,,['Hunter'],Epic,3.5,,
4,"Battlecry: Take control of an enemy minion.

Deathrattle: Give the minion back.",1.0,4.0,['Priest'],Legendary,3.6,,
2,"At the start of your turn, you have a 50% chance to draw an extra card.",0.0,4.0,['Neutral'],Legendary,2.2,,
2,"At the start of your opponent's turn, they have a 50% chance to draw an extra card.",2.0,4.0,['Neutral'],Legendary,2.0,,
8,Battlecry: Destroy a minion and gain its Health.,8.0,1.0,['Priest'],Legendary,3.7,,
2,Deal 2 damage. Summon a 2/2 Treant.,,,['Druid'],Common,3.8,,Nature
1,Destroy a minion. Your opponent draws 2 cards.,,,['Druid'],Common,3.1,,
1,Discover a spell. Your next one costs (1) less.,,,['Druid'],Common,4.6,,Nature
2,Deathrattle: Deal 4 damage to the enemy hero.,0.0,2.0,['Neutral'],Common,2.3,['Mech'],
3,"After you cast a spell, reduce the cost of a random card in your hand by (1).",2.0,5.0,['Priest'],Rare,4.1,,
4,Combo: Draw a Deathrattle minion from your deck and gain its Deathrattle.,2.0,5.0,['Rogue'],Epic,4.1,,
3,Deathrattle: Trigger the Deathrattle of a random friendly minion.,3.0,,['Rogue'],Rare,3.7,,
5,Trigger a friendly minion's Deathrattle twice.,,,['Rogue'],Epic,3.0,,Shadow
5,Battlecry: Equip a 1/3 Dagger. (+1 Attack for each other card you played this turn!),3.0,4.0,['Rogue'],Legendary,4.2,,
4,Your Deathrattles trigger twice.,3.0,6.0,['Hunter'],Epic,4.0,,
6,"Whenever one of your other minions dies, summon a 2/2 Ghoul.",5.0,3.0,['Neutral'],Common,2.1,,
2,"Battlecry: If a friendly Undead died after your last turn, Discover an Unholy rune card.",2.0,3.0,['Death Knight'],Common,4.4,,
5,"Tradeable

Draw 3 cards. If drawn this turn, this costs (3).",,,"['Hunter', 'Demon Hunter']",Common,4.4,,
5,"Battlecry: If your deck is empty, open a portal that fills your board with 3/2 Imps each turn.",5.0,5.0,['Warlock'],Legendary,2.8,,
9,Battlecry: Add 2 random spells to your hand (from your opponent's class).,8.0,8.0,['Neutral'],Legendary,3.8,['Dragon'],
2,Battlecry: Restore adjacent minions to full Health.,2.0,3.0,['Neutral'],Rare,3.9,,
3,"Whenever this attacks, deal 3 damage to your hero.",4.0,5.0,['Warlock'],Common,3.4,,
7,"Colossal +1
Battlecry: Discover 3 Pirates to crew Nellie's Ship!",5.0,5.0,['Warrior'],Legendary,4.3,['Beast'],
7,Battlecry: Add 4 random Murlocs to your hand. Overload: (3),7.0,7.0,['Shaman'],Legendary,3.6,['Elemental'],
10,"Colossal +2. Rush, Windfury

Whenever Neptulon attacks, if you control any Hands, they attack instead.",7.0,7.0,['Neutral'],Legendary,3.6,,
2,Minions with Battlecry cost (2) more.,1.0,4.0,['Neutral'],Common,2.1,,
2,Deathrattle: Summon a 4/4 Nerubian.,0.0,2.0,['Neutral'],Rare,4.0,,
2,"Battlecry: If a friendly Undead died after your last turn, summon a 2/2 Nerubian.",2.0,3.0,['Druid'],Common,3.1,['Undead'],
6,"At the start of your turn, reduce this card's Cost by (1).",4.0,4.0,['Neutral'],Common,3.5,,
4,"Taunt
Battlecry: Summon two copies of this minion.",1.0,3.0,['Death Knight'],Common,3.3,['Undead'],
6,Spells cost (2) more.,5.0,5.0,['Neutral'],Epic,2.8,,
3,"Battlecry: Discover a spell. If a friendly Undead died after your last turn, it costs (2) less.",2.0,4.0,['Neutral'],Common,4.3,['Undead'],
5,"Battlecry: If you control at least 2 other minions, gain Taunt.",4.0,7.0,['Neutral'],Common,3.2,['Beast'],
2,"Deal 2 damage. If you're holding a Dragon, deal 4 damage with Lifesteal instead.",,,['Warlock'],Rare,4.7,,Fel
3,Battlecry: Gain +1 Attack for each damage your hero has taken this turn.,1.0,5.0,['Warlock'],Rare,3.8,['Demon'],
2,"Battlecry: If you're holding a Dragon, Discover a Dragon.",1.0,3.0,['Neutral'],Common,4.5,,
2,Battlecry: Discover a Demon.,2.0,2.0,"['Hunter', 'Demon Hunter']",Common,3.8,,
3,"Secret. After your opponent casts a spell, summon a random 4-Cost minion.",,,['Mage'],Common,3.7,,Arcane
9,Battlecry: Summon two random 0-Cost minions. (Upgrades each time a friendly minion dies!),8.0,8.0,"['Hunter', 'Demon Hunter']",Legendary,4.5,['Dragon'],
1,"Secret: When your opponent casts a spell, give your minions +2 Health.",,,['Paladin'],Common,3.9,,
5,Inspire: Add a random spell to your hand.,4.0,5.0,['Neutral'],Legendary,4.0,,
4,"Whenever this minion takes damage, gain +2 Attack.",3.0,4.0,['Neutral'],Common,1.9,,
4,"Battlecry: If this is the only minion in the battlefield, gain +3/+3.",3.0,3.0,['Neutral'],Rare,3.2,['Beast'],
3,"Battlecry: If you're holding a Dragon, summon two 1/1 Whelps.",2.0,3.0,['Paladin'],Common,3.8,,
5,Battlecry: Deal 3 damage to the enemy hero.,4.0,4.0,['Neutral'],,1.9,,
3,Freeze a minion. Summon a 2/2 Volatile Skeleton.,,,['Mage'],Rare,4.1,,
3,"This is an Elemental, Mech, Demon, Murloc, Dragon, Beast, Pirate and Totem.",3.0,4.0,['Neutral'],Epic,4.0,['Amalgam'],
7,"Whenever a friendly minion is healed, summon a 3/3 Whelp.",4.0,9.0,['Priest'],Rare,4.1,['Dragon'],
8,Choose One - Discover a minion from your deck to summon; or a spell to cast.,,,['Druid'],Rare,3.7,,Nature
4,"Rush
Battlecry: Discard your highest Cost card.",5.0,5.0,['Warlock'],Common,3.5,['Demon'],
3,Discover a friendly Deathrattle minion that died this game. Also triggers its Deathrattle.,,,['Hunter'],Epic,4.2,,
6,Battlecry: Summon two 0/3 Eggs. Next turn they hatch into 4/4 Drakes with Rush.,5.0,5.0,['Shaman'],Legendary,3.1,['Dragon'],
2,"Give a minion +2 Attack.

Corrupt: And your weapon.",,,"['Warrior', 'Rogue']",Common,4.7,,Nature
2,"Give a minion +1/+1 and Divine Shield. When it dies, summon a Warhorse.",,,['Paladin'],Rare,4.2,,
1,"Secret: When an enemy attacks, summon a 2/1 Defender as the new target.",,,['Paladin'],Common,3.9,,
3,Battlecry: Create a Golden copy of a random card in your hand.,2.0,3.0,['Neutral'],Epic,2.7,,
3,Give your minions +1/+1. Give your Murlcos an extra +1/+1.,,,['Shaman'],Rare,4.0,,
2,"Give all friendly Demons and Murlocs ""Deahtrattle: Summon a 2/2 Imploc.""",,,['Warlock'],Rare,4.5,,
4,Battlecry: The next spell you cast this turn costs (3) less.,3.0,5.0,['Druid'],Rare,3.9,,
9,Battlecry: Deal 4 damage.,9.0,7.0,['Neutral'],Common,3.9,['Beast'],
1,"Whenever a minion is healed, draw a card.",1.0,3.0,['Priest'],Common,4.7,,
3,Battlecry: Choose a friendly Beast. Shuffle three 3/3 copies into your deck.,3.0,3.0,['Neutral'],Common,3.2,,
3,"Battlecry: If you control a Secret, draw a minion.",3.0,4.0,['Paladin'],Rare,4.0,,
5,Choose One - Gain 2 Mana Crystals; or Draw 3 cards.,,,['Druid'],Rare,4.4,,Nature
2,Battlecry: Draw a card.,1.0,1.0,['Neutral'],,3.4,,
1,"Spell Damage +1
Overload: (1)",3.0,2.0,['Shaman'],Common,4.8,,
1,Battlecry: Deal 2 damage to an enemy and your hero.,1.0,2.0,['Death Knight'],Rare,3.9,['Undead'],
4,"Poisonous
Battlecry: If a friendly Undead died after your last turn, deal 1 damage to a minion.",2.0,5.0,['Rogue'],Rare,3.3,,
10,Battlecry: Restore both heroes to full Health.,4.0,12.0,['Paladin'],Legendary,3.3,['Dragon'],
9,Players only have 15 seconds to take their turns.,8.0,8.0,['Neutral'],Legendary,2.7,['Dragon'],
7,"Start of Game: If this is in BOTH players' decks, turns are only 15 seconds long.",8.0,8.0,['Neutral'],Legendary,2.7,['Dragon'],
4,Battlecry: Set each player to 10 Mana Crystals.,8.0,8.0,['Paladin'],Legendary,4.0,['Dragon'],
9,Battlecry: Resurrect a friendly minion of each minion type.,5.0,7.0,['Neutral'],Legendary,3.8,,
10,Battlecry: Summon your Deathrattle minions that died this game.,5.0,7.0,['Neutral'],Legendary,4.6,,
1,Battlecry: Equip a 1/3 Rusty Hook.,1.0,1.0,['Warrior'],Common,3.7,['Pirate'],
4,Gain 6 Armour. Recruit a minion that costs (4) or less.,,,['Druid'],Common,3.8,,Nature
3,"Secret: When a friendly minion is attacked, summon a 3/6 Water Elemental.",,,['Mage'],Common,4.1,,
4,You must be logged in to post a comment.,2.0,7.0,['Neutral'],,2.0,['Beast'],
5,"Rush
Choose One - Gain +2/+2; or Summon a copy of this minion.",3.0,3.0,['Druid'],Common,4.7,,
2,Frenzy: Deal 3 damage to the enemy Hero.,2.0,3.0,['Neutral'],Common,3.0,['Beast'],
3,"Secret: When your opponent plays a minion, Counter it.",,,['Mage'],Rare,4.7,,
2,Destroy a minion. Deal 3 damage to your hero.,,,['Death Knight'],Epic,2.8,,
6,Deathrattle: Summon a Mech from your hand and trigger its Deathrattle.,3.0,4.0,['Hunter'],Legendary,2.4,['Mech'],
4,Battlecry: Choose a minion. It has Stealth while this is alive.,2.0,6.0,['Neutral'],Common,1.8,,
7,"At the end of your turn, summon a 1/1 Scarab with Taunt.",7.0,7.0,['Warrior'],Common,3.8,,
4,Costs (1) less for each card you've played from another class.,3.0,,['Rogue'],Rare,3.3,,
9,"Taunt. Lifesteal.
Deathrattle: Destroy a random enemy minion.",4.0,8.0,['Priest'],Epic,4.3,,
2,"Battlecry: Dredge. If it's a minion or a weapon, give it +1/+1.",3.0,2.0,['Warrior'],Rare,3.9,['Pirate'],
4,"Battlecry: If you control a Secret, summon a copy of this.",4.0,4.0,['Mage'],Epic,4.6,,
8,Deathrattle: Draw 8 cards.,8.0,8.0,['Neutral'],Legendary,2.8,['Beast'],
3,50% chance to attack the wrong enemy.,4.0,4.0,['Neutral'],Common,3.2,,
4,Spell Damage +1,4.0,4.0,['Neutral'],,2.5,,
5,Stealth 50% chance to attack the wrong enemy.,6.0,6.0,['Rogue'],Rare,2.9,,
3,50% chance to attack the wrong enemy.,4.0,,['Warrior'],Common,1.8,,
5,"Whenever your opponent casts a spell, summon a 2/2 Skeleton with Taunt.",3.0,7.0,['Neutral'],Common,2.1,,
1,"Secret: When your opponent casts a spell, they instead cast a random one of the same Cost.",,,['Paladin'],Epic,4.3,,Shadow
4,"Battlecry: Deal 2 damage. If this entered your hand this turn, deal 4 instead.",4.0,4.0,['Rogue'],Rare,3.7,,
4,Charge. Has +1 Attack for each other Murloc on the battlefield.,2.0,4.0,['Neutral'],Legendary,4.2,['Murloc'],
5,"Battlecry: If you have 10 Mana Crystals, summon 2 copies of this minion.",4.0,5.0,['Warlock'],Epic,3.6,,
1,"Discover a Mech. If you have 10 Mana Crystals, keep all 3 cards.",,,['Warrior'],Rare,4.8,,
4,"Taunt
Battlecry: If you have 10 Mana Crystals, gain +10 Attack.",2.0,6.0,['Neutral'],Epic,3.5,,
4,"Battlecry: If you have 10 Mana Crystals, deal 10 damage to a minion.",4.0,5.0,['Warrior'],Epic,4.5,['Mech'],
3,"Battlecry: If you have 10 Mana Crystals, restore 10 health to your Hero.",3.0,4.0,['Priest'],Rare,3.8,,
2,"Battlecry: If you have 10 Mana Crystals, your spells have Lifesteal this turn.",2.0,3.0,['Shaman'],Epic,3.9,,
1,"Deal 1 damage.

Summon a 1/1 Mastiff.",,,['Hunter'],Common,3.2,,
2,"Whenever you summon a Pirate, gain Stealth.",4.0,1.0,['Rogue'],Rare,2.0,['Pirate'],
5,Battlecry: Summon a friendly minion that died this game.,3.0,4.0,['Priest'],Rare,3.3,,
6,Spellburst: Add 2 random spells from your class to your hand.,4.0,9.0,['Neutral'],Common,3.1,['Dragon'],
9,Battlecry: Summon 1/1 Whelps until your side of the battlefield is full.,8.0,8.0,['Neutral'],Legendary,3.4,['Dragon'],
9,"At the end of each turn, fill your board with 1/1 Whelps.",8.0,8.0,['Neutral'],Legendary,3.1,['Dragon'],
4,"Taunt
Battlecry: Deal damage equal to your Armor to an enemy minion.",4.0,5.0,['Warrior'],Common,4.5,['Dragon'],
5,"Battlecry: If you're holding a Dragon, summon two 2/1 Whelps with Rush.",3.0,6.0,['Neutral'],Common,2.6,['Dragon'],
9,"Rush
Overkill: Summon a Beast from your hand.",7.0,7.0,['Neutral'],Legendary,4.5,['Beast'],
2,"Secret: When your turn starts, if oyu control two minions, summon an Animal Companion.",,,['Hunter'],Common,4.1,,
1,"Quest: Cast 8 spells that didn't start in your deck.

Reward: Time Warp.",,,['Mage'],Legendary,4.2,,
5,"Battlecry: If you control no other minions, deal 3 damage to all enemy minions.",4.0,6.0,['Warlock'],Common,3.9,['Demon'],
5,50% chance to attack the correct enemy.,6.0,7.0,['Neutral'],Common,2.3,,
3,"After you play a minion that costs (2) or less, summon a copy of it.",2.0,4.0,['Druid'],Epic,4.5,,
2,Reorder your deck from highest Cost to lowest Cost. Draw a card.,,,['Paladin'],Rare,4.6,,
3,Inspire: Give your weapon +1 Attack.,3.0,3.0,['Warrior'],Common,2.5,,
4,"After a friendly Secret is revealed, cast a different Mage Secret and gain +2/+2.",3.0,5.0,['Mage'],Legendary,3.4,,
6,"Taunt
Battlecry: Adapt.",5.0,5.0,['Warrior'],Common,3.9,['Beast'],
3,Battlecry: Deal 5 damage to your hero.,3.0,5.0,['Neutral'],Common,2.4,['Beast'],
3,Battlecry: Give a friendly minion Attack and Health equal to this minion's.,2.0,2.0,['Neutral'],Common,3.4,,
4,"After your hero attacks and kills a minion, draw a card.",3.0,,['Warrior'],Rare,4.7,,
3,"Taunt

While at full Health, this has +2 Attack.",1.0,6.0,['Neutral'],Common,3.1,,
1,"Tradeable

Unlock your Overloaded Mana Crystals to deal that much damage.",,,['Shaman'],Epic,4.7,,
7,Restore 5 Health to all characters. Draw 5 cards.,,,['Druid'],Rare,4.1,,Nature
4,Gain two empty Mana Crystals.,,,['Druid'],Common,4.4,,Nature
9,"Rush, Windfury

After this attack and kills a minion, resurrect it on your side.",6.0,8.0,['Shaman'],Legendary,3.6,,
5,"Rush. Whenever this attacks, give +1/+1 to all minions in your hand.",3.0,6.0,['Neutral'],Legendary,3.5,,
7,Battlecry: Resurrect 2 friendly Frenzy minions. Deal 1 damage to all other minions.,5.0,4.0,['Warrior'],Legendary,4.5,,
3,"After you play a minion, deal 1 damage to it.",2.0,,['Warrior'],Common,2.0,,
6,"Battlecry: Draw 2 spells. If they're both Frost spells, deal 2 damage to all enemies.",3.0,6.0,['Death Knight'],Legendary,3.4,,
1,Deal 2 damage to a minion. Deal one more damage for each Beast you control.,,,['Hunter'],Rare,3.8,,
9,"Taunt
Battlecry: Gain +5 Health for each Elemental you played last turn.",5.0,5.0,['Neutral'],Legendary,3.1,['Elemental'],
8,"Colossal +6
Deathrattle: For each of Ozumat's Tentacles, destroy a random enemy minion.",6.0,5.0,['Neutral'],Legendary,2.5,['Beast'],
3,"Battlecry: Discover a Beast, Secret, or weapon.",3.0,3.0,['Hunter'],Common,4.0,,
2,"Secret: When a friendly minion is attacked, summon a 3/3 copy.",,,['Hunter'],Rare,4.6,,
7,"Summon a random 6, 5, 4, and 3-Cost minion.

Overload: (2)",,,['Shaman'],Common,3.1,,
3,Can only attack if you have at least 8 cards in hand.,5.0,6.0,['Neutral'],Common,2.0,,
3,Discover a spell. Reduce the Cost of spells in your hand by (1).,,,['Priest'],Rare,4.7,,Shadow
3,Battlecry: Discover a spell that didn't start in your deck.,2.0,4.0,['Neutral'],Common,3.2,,
3,Battlecry: Summon a 1/3 Spider.,1.0,3.0,['Neutral'],Common,2.2,['Beast'],
3,Battlecry: Discover a Legendary minion.,3.0,4.0,['Neutral'],Common,3.5,,
2,"After you play a Pirate, summon this from your hand.",2.0,2.0,['Neutral'],Common,4.6,['Pirate'],
2,"After you summon a Rush minion, give it +2 Attack.",2.0,3.0,['Neutral'],Common,2.5,,
3,"While this minion has 3 or more Attack, it has Taunt and Lifesteal.",2.0,5.0,['Paladin'],Rare,4.0,,
1,"Give your weapon +1 Attack and ""Your hero is Immune while attacking.""",,,['Rogue'],Rare,3.9,,Nature
4,"Rush. Whenever this attacks, give your hero +3 Attack this turn.",4.0,4.0,['Druid'],Rare,4.0,['Beast'],
1,Swap this card for a card in your opponent's deck.,,,['Rogue'],Rare,3.0,,
1,Add a random 2-Cost and 3-Cost Beast to your hand.,,,['Druid'],Rare,3.5,,
4,Battlecry: Summon a copy of this minion at the end of your turn.,2.0,5.0,['Priest'],Common,4.1,,
