mana,card_text,attack,health,class,rarity,card_mark,minion_type,spell_school
3,Give your minions Deathrattle :  Add a random Beast to your hand ,,,['Hunter'],Rare,3.4,,Nature
3,TauntDeathrattle : Add two 1/1 Scarabs withTaunt to your hand ,2.0,3.0,['Neutral'],Rare,2.9,,
4,TauntDeathrattle :  Summon a 2/2 Slime ,2.0,3.0,['Neutral'],Common,2.1,,
4,Deathrattle :  Summon two 1/1 Spiders ,3.0,3.0,['Hunter'],Rare,4.4,['Beast'],
4,StealthDeathrattle : Summon a 4/2 Forsaken Lilian that attacks a random enemy ,4.0,2.0,['Rogue'],Legendary,3.1,,
2,Discovera spell  Reduce its Cost by (1) Finale : Return this to your hand at end of turn ,,,['Mage'],Legendary,3.8,,
5,Battlecry : Choose a friendly Mech  Summon a copy of it withRush  Windfury andDivine Shield ,4.0,4.0,['Neutral'],Legendary,4.4,,
6,Deal 4 damage to a minion  If that kills it  summon a new copy ,,,['Priest'],Rare,2.5,,Shadow
3,Battlecry :  Deal 4 damage to HIMSELF ,4.0,7.0,['Neutral'],Rare,3.5,,
1,Battlecry :  Deal 3 damage to this minion ,2.0,4.0,['Neutral'],Rare,2.4,,
4,TauntBattlecry : Deal 6 damage to this minion ,5.0,10.0,['Neutral'],Common,2.9,,
2,TauntBattlecry : Deal 3 damage to this minion ,2.0,6.0,['Neutral'],Common,3.6,,
7,Battlecry :  If your deck has no duplicates  the next spell you cast this turn costs (0) ,5.0,5.0,['Mage'],Legendary,4.2,,
2,StealthHas +3 Attack andImmunewhile attacking ,1.0,2.0,['Rogue'],Rare,3.7,['Naga'],
8,Give your hero +8 Attack this turn ,,,"['Hunter', 'Demon Hunter']",,2.6,,
1,Change a minion's Attack to be equal to its Health ,,,['Priest'],Common,3.6,,
0,Deal 1 damage to a minion and give it +2 Attack ,,,['Warrior'],Common,3.2,,
0,Gain 1 Mana Crystal this turn only ,,,['Druid'],Rare,4.1,,Nature
9,Battlecry : Devour an enemy minion and gain its stats Infuse (5) : And its neighbors ,4.0,4.0,['Neutral'],Epic,3.1,,
3,TauntCorrupt : Gain +1/+1 andLifesteal ,2.0,5.0,"['Hunter', 'Demon Hunter']",Common,3.8,['Demon'],
2,Draw a minion Corrupt : Reduce its Cost by (2) ,,,['Priest'],Common,3.9,,Shadow
3,Battlecry :  Discovera spell that costs (1) or more  If you play it this turn  repeat this effect ,3.0,3.0,['Shaman'],Legendary,4.1,,
4,Whenever your weapon is destroyed  equip a random Demon Hunter weapon ,3.0,6.0,"['Hunter', 'Demon Hunter']",Epic,3.3,,
2,Battlecry : Draw a weapon ,1.0,2.0,['Neutral'],Common,4.2,,
1,Give allTauntminions in your hand +2/+2 ,,,['Warrior'],Rare,3.4,,
1,Spellburst : Gain +2 Attack ,1.0,2.0,['Neutral'],Common,3.4,,
1,Draw anOverload card ,,,['Shaman'],Common,3.6,,
4,Give +1/+1 to all minions in your hand  deck  and battlefield ,,,['Paladin'],Common,3.5,,Holy
8,RebornBattlecry and Deathrattle : Give a random friendly Undead +5/+5 andTaunt ,5.0,5.0,['Neutral'],Legendary,4.2,"['Undead', 'Beast']",
3,After a card is added to your hand from another class  copy it ,3.0,4.0,['Neutral'],Rare,2.5,,
1,Freeze an enemy InvokeGalakrond ,,,['Shaman'],Common,4.2,,
5,Battlecry : For the rest of the game  yourOverloadcards cost (1) less ,5.0,5.0,['Shaman'],Legendary,3.2,,
7,TauntCosts (1) less for each card drawn this turn ,6.0,7.0,"['Hunter', 'Demon Hunter']",Common,3.3,['Demon'],
1,Gain 5 Armor ,,,['Warrior'],Common,2.7,,
6,Battlecry :  Shuffle a Mine into your opponent's deck  When drawn  it explodes for 10 damage ,6.0,5.0,['Warrior'],Legendary,3.6,['Mech'],
3,At the end of your turn  give another friendly Mech +2/+2 ,2.0,2.0,['Rogue'],Rare,3.6,['Mech'],
2,Give a minion +1/+3 andTaunt Costs (0) if you have at least 7 Mana Crystals ,,,['Druid'],Rare,2.8,,Nature
8,Taunt,8.0,8.0,['Druid'],,3.2,,
3,Battlecry :  Silence a minion ,2.0,1.0,['Neutral'],Common,2.9,['Beast'],
3,Battlecry : If your hero has Armor  gain +2/+2 ,2.0,4.0,['Warrior'],Common,3.7,['Mech'],
1,After your opponent casts a spell  summon another Irondeep Trogg ,1.0,2.0,['Neutral'],Rare,3.6,,
5,Gain 4 Armor  Summon a random 4-Cost minion ,,,['Warrior'],Common,3.0,,Fire
3,Battlecry :  Deal 1 damage ,2.0,2.0,['Neutral'],,1.7,,
3,Taunt,3.0,3.0,['Neutral'],,2.6,['Beast'],
7,Overkill :  Summon a 5/5 Ironhide Runt ,7.0,7.0,['Druid'],Common,3.0,['Beast'],
4,TauntCan only attack if you have 3 or more Armor ,3.0,6.0,['Druid'],Common,2.5,,
6,Battlecry :  Discover a spell  Restore health to your hero equal to its Cost ,4.0,4.0,['Paladin'],Rare,3.7,,
1,Battlecry : Spend the rest of your Mana and gain +2/+2 Rush Divine Shield  orTauntat random for each ,1.0,1.0,['Neutral'],Legendary,3.6,,
5,After you play a minion  summon a copy of it ,2.0,4.0,['Druid'],Legendary,3.4,,
8,Battlecry : Cast all Fel spells you've played this game (targets enemies if possible) ,7.0,5.0,"['Hunter', 'Demon Hunter']",Legendary,4.1,,
2,Add two random spells from other classes that cost (5) or more to your hand ,,,['Rogue'],Common,2.5,,
6,TauntBattlecry :  Summon a Jade Golem ,3.0,6.0,['Druid'],Common,3.8,,
3,Summon a Jade Golem  Gain an empty Mana Crystal ,,,['Druid'],Common,4.1,,Nature
7,Battlecry :  Summon a Jade Golem  Give it Taunt ,5.0,5.0,['Shaman'],Common,3.9,,
2,Battlecry :  Summon a Jade Golem Overload :  (1),2.0,,['Shaman'],Rare,3.9,,
1,Choose One - Summon a Jade Golem; or Shuffle 3 copies of this card into your deck ,,,['Druid'],Rare,4.7,,
4,Deal 4 damage Summon a Jade Golem ,,,['Shaman'],Common,4.0,,Nature
2,Deal 2 damage Combo :  Summon a Jade Golem ,,,['Rogue'],Common,4.0,,
4,Battlecry :  Summon a Jade Golem ,2.0,3.0,"['Druid', 'Rogue', 'Shaman']",Common,3.6,['Elemental'],
2,Stealth  Deathrattle :  Summon a Jade Golem ,1.0,1.0,['Rogue'],Common,3.6,,
7,Battlecry :  If your Hero Power dealt 8 damage this game  summon Ragnaros the Firelord ,4.0,4.0,['Mage'],Legendary,4.6,['Beast'],
5,Battlecry : Summon two random 5-Cost minions  Secretly pick one that dies when it takes damage ,2.0,1.0,"['Mage', 'Rogue']",Legendary,3.5,,
1,Deathrattle : Add a random 1-Cost minion to your hand ,1.0,1.0,['Neutral'],Common,2.1,,
3,Deathrattle : Your next spell costs (1) less (Overload while equipped to improve!),3.0,,['Shaman'],Rare,3.3,,
4,At the end of each player's turn  that player draws until they have 3 cards ,1.0,4.0,['Neutral'],Rare,3.2,['Mech'],
8,Battlecry : Draw 2 minions from your deck  Set their Attack  Health  and Cost to 1 ,6.0,6.0,['Neutral'],Legendary,3.7,,
2,Battlecry : Draw aChoose Onespell and split it ,2.0,1.0,['Druid'],Rare,3.9,['Pirate'],
8,Summon three friendlyDeathrattle minions that died this game ,,,['Hunter'],Epic,3.7,,
1,Battlecry :  Add a random Beast to your hand ,1.0,2.0,['Hunter'],Common,4.7,['Beast'],
2,Battlecry :  Discover a (3)-Cost card ,1.0,1.0,['Neutral'],Common,4.0,,
4,Battlecry :  Restore 6 health Overload :  (1),3.0,6.0,['Shaman'],Rare,4.5,,
4,Divine ShieldAfter a friendly character losesDivine Shield  draw a card ,4.0,3.0,['Paladin'],Rare,4.4,['Beast'],
5,Transform a minion into Ragnaros the Firelord Overload : (2),,,['Shaman'],Legendary,4.5,,Fire
1,After your hero attacks  summon a 1/1 Undead Pirate ,1.0,3.0,['Rogue'],Common,4.1,"['Undead', 'Pirate']",
1,Discover a Deathrattle card ,,,['Rogue'],Rare,4.4,,
1,Secret :  When enemy minion attacks  set its Attack and Health to 1 ,,,['Paladin'],Common,4.0,,Holy
6,Lifesteal,4.0,9.0,['Paladin'],Common,2.2,,
4,Draw a 7  8  9  and 10-Cost minion from your deck ,,,['Druid'],Epic,4.6,,Nature
10,Costs (1) less whenever a friendly Demon dies while this is in your hand ,8.0,8.0,['Warlock'],Epic,3.1,['Demon'],
1,Quest :  Summon 5 minions with 5 or more Attack Reward :  Barnabus ,,,['Druid'],Legendary,4.0,,
4,Deathrattle : Summon a random 1-Cost Beast  (Cast spells while equipped to improve!),4.0,,['Hunter'],Epic,3.6,,
4,Both players have Spell Damage +2 ,4.0,4.0,['Druid'],Rare,2.1,,
3,Stealth,4.0,2.0,['Neutral'],Common,3.1,['Beast'],
5,Whenever a friendly Mech dies  gain +2/+2 ,1.0,5.0,['Neutral'],Epic,2.5,['Mech'],
3,Summon two Silver Hand Recruits  Give your Silver Hand Recruits +1/+1 ,,,['Paladin'],Common,3.7,,
6,Battlecry :  Replace your starting Hero Power with a better one ,6.0,3.0,['Neutral'],Legendary,4.7,,
2,Battlecry :  Dredge If it's a 1-C0st minion  summon it ,2.0,3.0,['Hunter'],Common,3.7,['Mech'],
4,Battlecry :  Add a random Potion to your hand ,3.0,3.0,"['Mage', 'Warlock', 'Priest']",Common,4.3,,
3,Battlecry :  Discover a Mage  Priest  or Warlock card ,2.0,2.0,"['Mage', 'Warlock', 'Priest']",Rare,3.4,,
6,Costs (2) less for each Secret you've played this game ,5.0,5.0,['Mage'],Rare,4.3,,
1,Battlecry :  The next Secret you play this turn costs (0) ,2.0,1.0,['Mage'],Common,4.4,,
3,Battlecry and Deathrattle : Give another random friendly minion +1/+1 ,3.0,3.0,['Warlock'],Common,3.1,,
5,Battlecry :  Silence a minion ,5.0,5.0,['Priest'],Common,4.1,,
3,Battlecry :  Give a friendly minion +3 Health ,3.0,4.0,['Priest'],Common,4.7,,
6,At the end of your turn  add a random Demon to your hand ,6.0,6.0,['Warlock'],Epic,4.5,,
3,Deathrattle :  Deal 4 damage to random enemy minion ,2.0,2.0,['Neutral'],Common,3.0,['Mech'],
8,Every third minion you play each turn costs (0) ,4.0,7.0,['Neutral'],Legendary,4.7,,
6,Every third spell you cast each turn costs (1) ,4.0,7.0,['Neutral'],Legendary,3.5,,
9,Your first spell each turn costs (0) Battlecry : Discovera spell ,4.0,12.0,['Mage'],Legendary,4.7,['Dragon'],
8,Battlecry :  If you played an Elemental last turn  cast an Elemental Invocation ,7.0,7.0,['Shaman'],Legendary,4.6,['Elemental'],
5,LifestealDeathrattle :  Swap this with a minion from your hand and give itLifesteal ,3.0,3.0,['Paladin'],Legendary,3.8,,
7,Resurrect 3 friendly Mechs  They keep any Magnetic upgrades ,,,['Paladin'],Legendary,4.4,,
2,Your Demons cost (1) less Deathrattle : Shuffle 'Kanrethad Prime' into your deck ,3.0,2.0,['Warlock'],Legendary,4.3,,
5,Summon a 1/1 Candle  2/2 Broom  and 3/3 Teapot ,,,['Warlock'],Common,3.3,,
7,Battlecry : Summon a 5/5 Lookout for each Watch Post you've summoned this game ,5.0,5.0,['Neutral'],Legendary,2.9,,
4,RushDeathrattle : Shuffle 'Kargath Prime' into your deck ,4.0,4.0,['Warrior'],Legendary,4.6,,
8,Battlecry and Deathrattle :  Recruit a Beast ,6.0,6.0,['Hunter'],Legendary,4.0,,
4,ChargeAll friendly attacks ignoreTaunt ,3.0,5.0,"['Hunter', 'Demon Hunter']",Legendary,4.8,,
4,Battlecry :  If your deck has no duplicates  create a custom spell ,3.0,3.0,"['Mage', 'Warlock', 'Priest']",Legendary,4.7,,
4,Battlecry : If your deck has no 4-Cost cards  build a custom Golem ,3.0,3.0,['Neutral'],Legendary,4.1,,
8,Battlecry : If you played 4 Dragons this game  craft a custom deck of Treasures ,8.0,8.0,['Neutral'],Legendary,4.0,['Dragon'],
2,Deal 1 damage to all minions Honorable Kill : Gain +1 Attack this turn ,,,"['Hunter', 'Demon Hunter']",Common,2.6,,
3,Whenever you hero attacks a minion  set its Health to 1 ,3.0,4.0,['Hunter'],Common,3.2,,
4,Whenever you play a card  remove the top 3 cards of your deck ,5.0,5.0,['Neutral'],Rare,1.5,,
4,Choose One - Deal 2 damage; or Silence a minion ,2.0,4.0,['Druid'],Rare,2.6,,
4,Battlecry :  Set a minion's Attack and Health to 3 ,3.0,4.0,['Paladin'],Common,4.6,,
2,After you cast aChoose One spell  add copies of both choices to your hand ,2.0,3.0,['Druid'],Legendary,4.2,,
6,Battlecry : Destroy a minion  If drawn this turn  instead destroy all minions except this one ,3.0,3.0,['Warlock'],Legendary,3.8,,
8,At the end of the turn  summon all friendly minions that died this turn ,6.0,8.0,['Neutral'],Legendary,4.6,,
8,Battlecry : Resurrect your Volatile Skeletons  Any that can't fit on the battlefield instantly explode!,6.0,8.0,['Mage'],Legendary,3.6,,
4,Battlecry : If you control no other minions  summon two 1/2 Amps withSpell Damage +1 ,2.0,4.0,['Mage'],Common,3.5,['Naga'],
7,Whenever your opponent draws a card  add a copy to your hand that costs (1) ,6.0,8.0,['Neutral'],Legendary,3.9,,
5,Battlecry :  Discovera dual-class spell from any class Spellburst : Get another copy ,4.0,5.0,"['Mage', 'Rogue']",Legendary,3.8,,
4,Battlecry :  Take control of a random enemy Secret ,4.0,3.0,['Neutral'],Rare,3.3,,
2,Your cards that summon minions summon twice as many ,2.0,2.0,['Mage'],Legendary,4.1,,
6,Taunt  RebornDeathrattle : Restore 3 Health to your hero ,3.0,4.0,['Neutral'],Rare,3.3,,
2,Secret : After your opponent plays a minion  stuff it into a 0/4 Sack ,,,['Rogue'],Epic,3.8,,
6,Combo :  Return a minion to its owner's hand ,5.0,3.0,['Rogue'],Epic,2.0,,
3,Deal 3 damage  If you have a Beast  deal 5 damage instead ,,,['Hunter'],,4.5,,
1,Battlecry : The next Elemental you play costs (1) less ,1.0,2.0,['Neutral'],Common,4.2,['Elemental'],
2,Deathrattle :  Summon a 3/2 Big Bad Wolf ,1.0,1.0,['Hunter'],Common,4.3,['Beast'],
9,Charge,8.0,8.0,['Hunter'],Legendary,3.9,['Beast'],
9,Battlecry :  Destroy all damaged minions ,9.0,7.0,['Warrior'],Legendary,3.7,['Beast'],
3,Battlecry :  Give your opponent 2 Bananas ,5.0,5.0,['Neutral'],Legendary,2.4,['Beast'],
5,Taunt  Battlecry :  Gain +1 Attack for each other Beast you have ,2.0,6.0,['Hunter'],Rare,2.6,['Beast'],
10,Battlecry : For each spell in your hand  summon a random minion of the same Cost ,5.0,5.0,['Neutral'],Legendary,3.9,,
8,Battlecry :  Swap decks with your opponent  Give them a Ransom spell to swap back ,5.0,5.0,['Neutral'],Legendary,2.5,,
3,Battlecry :  If you have a minion with Taunt  gain +1 durability ,3.0,,['Warrior'],Rare,2.9,,
2,Battlecry :  Reveal a minion in each deck  If yours costs more  draw it ,3.0,2.0,['Hunter'],Common,4.4,['Beast'],
1,Deathrattle :  Shuffle this into your deck  It keeps any enchantments ,1.0,,['Rogue'],Legendary,4.4,,
3,Battlecry : Add a Solar Eclipse and Lunar Eclipse to your hand ,2.0,2.0,['Druid'],Legendary,3.8,,
3,Battlecry :  The next Secret you play this turn costs (0) ,4.0,3.0,['Mage'],Rare,4.1,,
4,Spell Damage +3Your spells cost (1) more ,3.0,3.0,['Mage'],Rare,2.8,,
4,Battlecry :  If your C'Thun has at least 10 Attack  gain +5 Health ,4.0,5.0,['Druid'],Rare,4.2,,
2,After you summon a minion  deal 1 damage to a random enemy ,3.0,2.0,['Neutral'],Rare,3.9,,
4,Battlecry : Deal 4 damage to each hero ,3.0,4.0,['Neutral'],Common,2.5,,
5,Battlecry : Deal 3 damage Honorable Kill : Gain +3/+3 ,3.0,3.0,['Neutral'],Common,2.3,,
1,Battlecry : Draw a Holy spell ,1.0,1.0,['Paladin'],Common,4.7,,
3,Battlecry : Deal 5 damage to your hero Manathirst (7) : Restore 5 Health to your hero instead ,5.0,5.0,['Paladin'],Common,3.9,['Undead'],
7,Whenever you summon a Beast  reduce the Cost of this card by (1) ,6.0,6.0,['Druid'],Rare,2.3,,
5,After this attacks a minion  it also hits the enemy hero ,3.0,7.0,['Hunter'],Legendary,3.5,['Beast'],
3,Battlecry :  Deal 3 damage randomly split among all enemies ,2.0,1.0,['Neutral'],Common,2.1,,
3,At the start of your turn  attack a random enemy ,4.0,4.0,['Warrior'],Rare,2.5,,
2,Spell Damage +1,2.0,2.0,['Neutral'],Common,2.8,,
2,Battlecry :  Choose a basic Totem  Summon it ,1.0,1.0,['Shaman'],Common,3.2,,
5,Deathrattle :  Summon a 1/1 copy of a minion from your hand ,3.0,3.0,['Rogue'],Rare,2.9,,
1,Battlecry :  Draw a card  Deal 2 damage to your hero ,2.0,1.0,['Warlock'],Common,4.8,,
4,Your hero can't be targeted by spells or Hero Powers ,3.0,6.0,['Neutral'],Rare,4.0,,
2,Deathrattle : Deal 3 damage to the enemy hero ,2.0,1.0,['Neutral'],Common,2.3,,
5,Battlecry : Steal your opponent's weapon ,4.0,4.0,['Neutral'],Epic,4.0,['Pirate'],
3,Battlecry : Add 2 Armor Scraps to your hand that give +2 Health to a minion ,2.0,4.0,['Neutral'],Rare,2.4,,
4,Give a minion +4/+2 andRush  When it dies  summon a Kodo ,,,['Druid'],Rare,3.6,,
4,Deathrattle : Deal 2 damage to all minions  (Gain Armor while equipped to improve!),3.0,,['Warrior'],Rare,2.4,,
6,Inspire :  Summon a 3/5 War Kodo ,3.0,5.0,['Neutral'],Epic,4.1,,
2,After you cast a spell  summon a 1/1 Hyena withRush ,2.0,3.0,['Hunter'],Epic,3.2,,
4,Battlecry :  Swap the Attack and Health of a minion ,4.0,4.0,['Neutral'],Common,2.5,,
4,Charge,4.0,3.0,['Warrior'],,4.1,,
4,Deathrattle : If this wasn'tHonorably Killed  resummon Korrak ,3.0,5.0,['Neutral'],Legendary,4.4,,
2,Charge  LifestealAfter you play a card withOutcast  return this to your hand ,2.0,2.0,"['Hunter', 'Demon Hunter']",Legendary,4.5,,
2,After you cast a Holy spell on this  cast it again on another friendly minion ,2.0,3.0,['Paladin'],Legendary,3.9,,
6,Battlecry :  Return all spells you played last turn to your hand ,4.0,6.0,['Shaman'],Legendary,4.0,['Beast'],
6,Frenzy : Gain 8 Armor Deathrattle : Equip a 2/5 Turtle Spike ,3.0,9.0,['Warrior'],Legendary,4.3,['Beast'],
4,Spellburst : Destroy a random enemy minion ,3.0,5.0,['Hunter'],Epic,4.4,['Beast'],
6,Battlecry : Draw Galakrond If you're already Galakrond  unleash a Devastation ,6.0,6.0,['Neutral'],Legendary,4.8,,
9,Battlecry :  If your deck has no duplicates  summon all Demons from your hand ,7.0,9.0,['Warlock'],Legendary,4.0,['Demon'],
4,Battlecry : Discard your hand Deathrattle : Draw 3 cards ,7.0,7.0,"['Hunter', 'Demon Hunter']",Legendary,3.9,,
3,TauntBattlecry : Add a random 4-Cost minion to your opponent's hand ,4.0,4.0,['Neutral'],Rare,1.3,,
2,Battlecry : Give a friendly minion +2 Health ,2.0,3.0,['Priest'],Rare,4.1,,
10,Choose One - Gain 10 Armor; or Refresh your Mana Crystals ,7.0,7.0,['Druid'],Legendary,4.3,,
4,Battlecry : Attack the left and righ-most enemy minions Outcast : Immune this turn ,3.0,4.0,"['Hunter', 'Demon Hunter']",Legendary,3.4,,
6,Battlecry : Summon two 1/4 Demons withRush (Improved by your hero attacks this game ),,,"['Hunter', 'Demon Hunter']",Legendary,4.6,,
5,Inspire :  Gain +2/+2 ,4.0,4.0,['Neutral'],Common,3.5,,
1,Spell Damage +1,1.0,3.0,['Mage'],Common,4.7,,
2,Battlecry :  Shuffle 3 copies of a friendly minion into your deck ,3.0,2.0,['Rogue'],Common,4.7,,
6,Your Nature spells cost (2) less ,3.0,7.0,['Druid'],Legendary,3.4,,
5,Battlecry : Give all weapons in your hand  deck  and battlefield +1/+1 ,5.0,5.0,['Warrior'],Legendary,2.3,,
5,Battlecry : Summon two 2/1 Shades  Each gains aDeathrattleto cast your last Shadow spell ,3.0,6.0,['Warlock'],Legendary,4.5,,
4,Deathrattle : Copy all Frost spells in your hand ,4.0,3.0,['Death Knight'],Legendary,4.0,['Undead'],
6,Battlecry :  Cast 'Inner Fire' on every minion in your deck (set Attack equal to Health) ,5.0,5.0,['Priest'],Legendary,4.4,,
7,Battlecry : Add a copy of each spell you cast on friendly characters this game to your hand ,4.0,6.0,['Paladin'],Legendary,3.2,,
5,While in your hand  this transforms after you cast a Fire  Frost  or Arcane spell ,5.0,5.0,['Mage'],Legendary,3.6,['Naga'],
6,Battlecry : Transform minions in your deck into random Dragons  (They keep their original stats and Cost ),6.0,7.0,['Neutral'],Legendary,3.6,,
3,Immunewhile attacking  After you cast a spell  attack the lowest Health enemy ,2.0,4.0,"['Hunter', 'Demon Hunter']",Legendary,3.9,['Naga'],
3,Spell Damage +1Deathrattle : Shuffle 'Vashj Prime' into your deck ,4.0,3.0,['Shaman'],Legendary,3.9,,
5,Also damages the minions next to whomever this attacks ,4.0,6.0,['Neutral'],Common,2.7,['Beast'],
4,TauntBattlecry :  Discard your two lowest-Cost cards ,3.0,8.0,['Warlock'],Common,3.8,['Demon'],
1,Quest :  Discard 6 cards Reward :  Nether Portal ,,,['Warlock'],Legendary,3.8,,
2,Battlecry :  Give a friendly minion +2 Attack ,1.0,2.0,['Neutral'],Common,2.8,,
3,Summon two 2/2 Treants ,,,['Druid'],Common,3.5,,Nature
2,Deal 1 damage to all enemy minions  If you'reOverloaded  deal 1 damage again ,,,['Shaman'],Rare,3.2,,Nature
1,Draw aTaunt minion  Manathirst (7) : Double its stats ,,,['Warrior'],Rare,1.9,,
3,Deal 5 damage  Overload :  (2),,,['Shaman'],Rare,3.8,,Fire
2,Deal 2 damage  Unlock your Overloaded Mana Crystals ,,,['Shaman'],Rare,4.0,,Fire
8,Restore 8 Health  Draw 3 cards ,,,['Paladin'],Epic,4.1,,Holy
0,Reduce the Attack of an enemy imnion by 1 until your next turn (Upgrades each turn!),,,['Priest'],Epic,3.1,,Shadow
6,Deathrattle : Summon a minion from your deck with less Attack than this minion ,4.0,2.0,['Paladin'],Rare,2.2,,
1,Sidequest : Spend 8 Mana on spells Reward : Summon a 6/6 Dragon ,,,['Mage'],Common,3.6,,
6,Battlecry :  If your opponent has 6 or more cards in hand  gain Charge ,6.0,6.0,['Neutral'],Epic,2.3,['Quilboar'],
1,After three friendly Beasts die  draw a Beast and give it +1/+1  Lose 1 Durability ,0.0,,['Hunter'],Rare,2.3,,
1,Give your weapon Lifesteal this turn ,,,['Rogue'],Common,1.9,,Nature
5,Charge  Battlecry :  Summon two 1/1 Whelps for your opponent ,6.0,2.0,['Neutral'],Legendary,4.5,,
6,Deathrattle : Give all minions in your hand +2/+2 ,9.0,3.0,['Neutral'],Common,2.1,,
1,Deathrattle :  Deal 2 damage to the enemy hero ,2.0,1.0,['Neutral'],Common,3.1,,
4,Lifesteal  Deal 3 damage to a minion  (Take damage from your cards to upgrade ),,,['Warlock'],Rare,4.2,,Shadow
7,Resurrect 2 different friendly minions  (Cast 4 spells to upgrade ),,,['Priest'],Rare,3.9,,Holy
5,Summon two 3/3 Wolves  (Play a Secret to upgrade ),,,['Hunter'],Rare,4.1,,Nature
1,Deal 2 damage to a minion  (Gain 3 Armor to upgrade ),,,['Druid'],Rare,4.1,,Nature
7,Summon one 5/5 Mithril Golem  (Equip a weapon to upgrade ),,,['Warrior'],Rare,2.8,,
5,Destroy 1 random enemy minion  (Play 3 Deathrattle cards to upgrade ),,,['Rogue'],Rare,2.9,,Shadow
2,Summon a 2/2 Spirit with Taunt  (Restore 3 Health to upgrade ),,,['Paladin'],Rare,3.4,,Holy
2,Add 1 random Mage spell to your hand  (Play 2 Elementals to upgrade ),,,['Mage'],Rare,4.0,,Fire
7,Summon 1 copy of a friendly minion  (Overload 3 Mana Crystal to upgrade ),,,['Shaman'],Rare,2.7,,Nature
5,Give your Silver Hand Recruits +2/+2 and Taunt ,,,['Paladin'],Epic,2.5,,
4,Battlecry :  If you're holding any cards that didn't start in your deck  reduce their Cost by (2) ,4.0,5.0,['Mage'],Rare,4.6,['Elemental'],
9,Restore 8 Health Summon an 8/8 Guardian withTaunt andDivine Shield ,,,['Paladin'],Epic,4.2,,Holy
7,Corrupt : GainLifesteal ,5.0,,['Paladin'],Common,4.4,,
5,Equip a 1/4 weapon  Change the Health of all enemy minions to 1 ,,,['Paladin'],Common,3.6,,Holy
2,Give a minion +1/+1 and Deathrattle : Add a 'Libram of Wisdom' spell to your hand ,,,['Paladin'],Rare,3.5,,Holy
2,Battlecry : If you control a Quest  add a Coin to your hand ,3.0,2.0,['Neutral'],Rare,4.3,,
6,Draw 3 cards Infuse (6) : This costs (1) ,,,['Druid'],Rare,4.6,,
4,Remove a minion from the game ,,,['Mage'],Rare,4.6,,
4,Battlecry :  Deal 3 damage to the enemy hero  Restore 3 Health to your hero ,3.0,3.0,['Neutral'],Rare,3.7,['Beast'],
3,Whenever you restore Health  add a random Druid spell to your hand ,2.0,5.0,['Druid'],Rare,3.5,,
1,Restore 3 health  If the target is still damaged  summon a Lightwarden ,,,['Priest'],Rare,3.8,,Holy
4,Draw 2 cards  Costs (1) less for each damaged friendly character ,,,['Warrior'],Common,4.6,,Fire
6,Deal damage to each minion equal to its Attack ,,,['Priest'],Epic,4.6,,Holy
3,LifestealCan't attack heroes ,3.0,,['Paladin'],Epic,2.4,,
2,TwinspellGive a friendly minionLifesteal ,,,['Paladin'],Common,2.5,,Holy
8,Battlecry : Deal 2 damage to all enemies  Equip a 2/5 Immovable Object ,,,['Paladin'],Legendary,4.5,,
7,Battlecry : If your deck has no Neutral cards  add 5 random Paladin cards to your hand ,7.0,7.0,['Paladin'],Epic,4.2,,
4,Battlecry : If your deck has no Neutral cards  equip a 4/2 Truesilver Champion ,4.0,2.0,['Paladin'],Rare,4.1,,
4,Battlecry :  Adapt your Silver Hand Recruits ,3.0,4.0,['Paladin'],Rare,3.6,['Beast'],
4,Battlecry : If you're holding a Holy and a Shadow spell  deal 3 damage to all other minions ,4.0,4.0,['Priest'],Rare,3.4,['Dragon'],
0,Refresh 2 Mana Crystals Overload : (2),,,"['Druid', 'Shaman']",Common,4.4,,Nature
1,Deal 3 damage  Overload :  (1),,,['Shaman'],Common,4.1,,Nature
3,Deal 4 damage to a minion  If you're holding a Dragon  also damage its neighbors ,,,['Shaman'],Rare,4.7,,Nature
3,Deal 3 damage to all enemy minions  Overload :  (1),,,['Shaman'],Rare,4.7,,Nature
10,TauntCosts (1) less for each Paladin card you've played this game ,5.0,5.0,['Paladin'],Common,4.1,['Elemental'],
3,Battlecry :  Silence a Demon ,4.0,3.0,['Neutral'],Rare,2.8,,
1,You must be logged in to post a comment ,1.0,,['Paladin'],,2.0,,
4,After a friendly minion loses Divine Shield  gain +1 Attack ,1.0,,['Paladin'],Epic,1.9,,
3,Shoot two beams at enemies that deal 2 damage  Shoot one more for each Lightshow you've cast this game ,,,['Mage'],Rare,3.3,,Arcane
6,TauntDeathrattle : Restore 8 Health to all friendly characters ,6.0,6.0,['Priest'],Rare,4.5,['Elemental'],
3,This minion's Attack is always equal to its Health ,0.0,4.0,['Priest'],Common,3.1,['Elemental'],
4,your healing effects also give affected minions +2 Health ,3.0,6.0,['Priest'],Rare,2.9,['Elemental'],
1,Whenever a character is healed  gain +2 Attack ,1.0,2.0,['Neutral'],Rare,3.3,,
2,At the start of your turn  restore 3 Health to a damaged friendly character ,0.0,5.0,['Priest'],Rare,2.6,,
2,Has +2 Attack while you have Overloaded Mana Crystals ,1.0,,['Shaman'],Rare,3.4,,
3,Taunt  Battlecry :  Gain +1/+1 for each enemy Deathrattle minion ,2.0,3.0,['Neutral'],Rare,2.1,,
