name,mana,card_text,attack,health,durability,class,card_type,rarity,card_mark,minion_type,spell_school
kabal-songstealer,5,Battlecry :  Silence a minion ,5.0,5.0,,['Priest'],Minion,Common,4.1,,
kabal-talonpriest,3,Battlecry :  Give a friendly minion +3 Health ,3.0,4.0,,['Priest'],Minion,Common,4.7,,
kabal-trafficker,6,At the end of your turn  add a random Demon to your hand ,6.0,6.0,,['Warlock'],Minion,Epic,4.5,,
kaboom-bot,3,Deathrattle :  Deal 4 damage to random enemy minion ,2.0,2.0,,['Neutral'],Minion,Common,3.0,['Mech'],
kaelthas-sinstrider,8,Every third minion you play each turn costs (0) ,4.0,7.0,,['Neutral'],Minion,Legendary,4.7,,
kaelthas-sunstrider,6,Every third spell you cast each turn costs (1) ,4.0,7.0,,['Neutral'],Minion,Legendary,3.5,,
kalecgos,9,Your first spell each turn costs (0) Battlecry :  Discover a spell ,4.0,12.0,,['Mage'],Minion,Legendary,4.7,['Dragon'],
kalimos-primal-lord,8,Battlecry :  If you played an Elemental last turn  cast an Elemental Invocation ,7.0,7.0,,['Shaman'],Minion,Legendary,4.6,['Elemental'],
kangor-dancing-king,5,LifestealDeathrattle :  Swap this with a minion from your hand and give it Lifesteal ,3.0,3.0,,['Paladin'],Minion,Legendary,3.8,,
kangors-endless-army,7,Resurrect 3 friendly Mechs  They keep any Magnetic upgrades ,,,,['Paladin'],Spell,Legendary,4.4,,
kanrethad-ebonlocke,2,Your Demons cost (1) less Deathrattle :  Shuffle 'Kanrethad Prime' into your deck ,3.0,2.0,,['Warlock'],Minion,Legendary,4.3,,
kara-kazham,5,Summon a 1/1 Candle  2/2 Broom  and 3/3 Teapot ,,,,['Warlock'],Spell,Common,3.3,,
kargal-battlescar,7,Battlecry :  Summon a 5/5 Lookout for each Watch Post you've summoned this game ,5.0,5.0,,['Neutral'],Minion,Legendary,2.9,,
kargath-bladefist,4,RushDeathrattle :  Shuffle 'Kargath Prime' into your deck ,4.0,4.0,,['Warrior'],Minion,Legendary,4.6,,
kathrena-winterwisp,8,Battlecry and Deathrattle :  Recruit a Beast ,6.0,6.0,,['Hunter'],Minion,Legendary,4.0,,
kayn-sunfury,4,ChargeAll friendly attacks ignore Taunt ,3.0,5.0,,"['Hunter', 'Demon Hunter']",Minion,Legendary,4.8,,
kazakus,4,Battlecry :  If your deck has no duplicates  create a custom spell ,3.0,3.0,,"['Mage', 'Warlock', 'Priest']",Minion,Legendary,4.7,,
kazakus-golem-shaper,4,Battlecry :  If your deck has no 4-Cost cards  build a custom Golem ,3.0,3.0,,['Neutral'],Minion,Legendary,4.1,,
kazakusan,8,Battlecry :  If you played 4 Dragons this game  craft a custom deck of Treasures ,8.0,8.0,,['Neutral'],Minion,Legendary,4.0,['Dragon'],
keen-reflex,2,Deal 1 damage to all minions  Honorable Kill :  Gain +1 Attack this turn ,,,,"['Hunter', 'Demon Hunter']",Spell,Common,2.6,,
keeneye-spotter,3,Whenever you hero attacks a minion  set its Health to 1 ,3.0,4.0,,['Hunter'],Minion,Common,3.2,,
keening-banshee,4,Whenever you play a card  remove the top 3 cards of your deck ,5.0,5.0,,['Neutral'],Minion,Rare,1.5,,
keeper-of-the-grove,4,Choose One - Deal 2 damage; or Silence a minion ,2.0,4.0,,['Druid'],Minion,Rare,2.6,,
keeper-of-uldaman,4,Battlecry :  Set a minion's Attack and Health to 3 ,3.0,4.0,,['Paladin'],Minion,Common,4.6,,
keeper-stalladris,2,After you cast a Choose One spell  add copies of both choices to your hand ,2.0,3.0,,['Druid'],Minion,Legendary,4.2,,
kelidan-the-breaker,6,Battlecry :  Destroy a minion  If drawn this turn  instead destroy all minions except this one ,3.0,3.0,,['Warlock'],Minion,Legendary,3.8,,
kelthuzad,8,At the end of the turn  summon all friendly minions that died this turn ,6.0,8.0,,['Neutral'],Minion,Legendary,4.6,,
kelthuzad-the-inevitable,8,Battlecry :  Resurrect your Volatile Skeletons  Any that can't fit on the battlefield instantly explode!,6.0,8.0,,['Mage'],Minion,Legendary,3.6,,
keyboard-soloist,4,Battlecry :  If you control no other minions  summon two 1/2 Amps with Spell Damage +1 ,2.0,4.0,,['Mage'],Minion,Common,3.5,['Naga'],
keymaster-alabaster,7,Whenever your opponent draws a card  add a copy to your hand that costs (1) ,6.0,8.0,,['Neutral'],Minion,Legendary,3.9,,
keywarden-ivory,5,Battlecry :  Discover a dual-class spell from any class  Spellburst :  Get another copy ,4.0,5.0,,"['Mage', 'Rogue']",Minion,Legendary,3.8,,
kezan-mystic,4,Battlecry :  Take control of a random enemy Secret ,4.0,3.0,,['Neutral'],Minion,Rare,3.3,,
khadgar,2,Your cards that summon minions summon twice as many ,2.0,2.0,,['Mage'],Minion,Legendary,4.1,,
khartut-defender,6,Taunt  RebornDeathrattle :  Restore 3 Health to your hero ,3.0,4.0,,['Neutral'],Minion,Rare,3.3,,
kidnap,2,Secret :  After your opponent plays a minion  stuff it into a 0/4 Sack ,,,,['Rogue'],Spell,Epic,3.8,,
kidnapper,6,Combo :  Return a minion to its owner's hand ,5.0,3.0,,['Rogue'],Minion,Epic,2.0,,
kill-command,3,Deal 3 damage  If you have a Beast  deal 5 damage instead ,,,,['Hunter'],Spell,,4.5,,
kindling-elemental,1,Battlecry :  The next Elemental you play costs (1) less ,1.0,2.0,,['Neutral'],Minion,Common,4.2,['Elemental'],
kindly-grandmother,2,Deathrattle :  Summon a 3/2 Big Bad Wolf ,1.0,1.0,,['Hunter'],Minion,Common,4.3,['Beast'],
king-krush,9,Charge,8.0,8.0,,['Hunter'],Minion,Legendary,3.9,['Beast'],
king-mosh,9,Battlecry :  Destroy all damaged minions ,9.0,7.0,,['Warrior'],Minion,Legendary,3.7,['Beast'],
king-mukla,3,Battlecry :  Give your opponent 2 Bananas ,5.0,5.0,,['Neutral'],Minion,Legendary,2.4,['Beast'],
king-of-beasts,5,Taunt  Battlecry :  Gain +1 Attack for each other Beast you have ,2.0,6.0,,['Hunter'],Minion,Rare,2.6,['Beast'],
king-phaoris,10,Battlecry :  For each spell in your hand  summon a random minion of the same Cost ,5.0,5.0,,['Neutral'],Minion,Legendary,3.9,,
king-togwaggle,8,Battlecry :  Swap decks with your opponent  Give them a Ransom spell to swap back ,5.0,5.0,,['Neutral'],Minion,Legendary,2.5,,
kings-defender,3,Battlecry :  If you have a minion with Taunt  gain +1 durability ,3.0,,2.0,['Warrior'],Weapon,Rare,2.9,,
kings-elekk,2,Battlecry :  Reveal a minion in each deck  If yours costs more  draw it ,3.0,2.0,,['Hunter'],Minion,Common,4.4,['Beast'],
kingsbane,1,Deathrattle :  Shuffle this into your deck  It keeps any enchantments ,1.0,,3.0,['Rogue'],Weapon,Legendary,4.4,,
kiri-chosen-of-elune,3,Battlecry :  Add a Solar Eclipse and Lunar Eclipse to your hand ,2.0,2.0,,['Druid'],Minion,Legendary,3.8,,
kirin-tor-mage,3,Battlecry :  The next Secret you play this turn costs (0) ,4.0,3.0,,['Mage'],Minion,Rare,4.1,,
kirin-tor-tricaster,4,Spell Damage +3Your spells cost (1) more ,3.0,3.0,,['Mage'],Minion,Rare,2.8,,
klaxxi-amber-weaver,4,Battlecry :  If your C'Thun has at least 10 Attack  gain +5 Health ,4.0,5.0,,['Druid'],Minion,Rare,4.2,,
knife-juggler,2,After you summon a minion  deal 1 damage to a random enemy ,3.0,2.0,,['Neutral'],Minion,Rare,3.9,,
knife-vendor,4,Battlecry :  Deal 4 damage to each hero ,3.0,4.0,,['Neutral'],Minion,Common,2.5,,
knight-captain,5,Battlecry :  Deal 3 damage Honorable Kill :  Gain +3/+3 ,3.0,3.0,,['Neutral'],Minion,Common,2.3,,
knight-of-anointment,1,Battlecry :  Draw a Holy spell ,1.0,1.0,,['Paladin'],Minion,Common,4.7,,
knight-of-the-dead,3,Battlecry :  Deal 5 damage to your hero  Manathirst (7) :  Restore 5 Health to your hero instead ,5.0,5.0,,['Paladin'],Minion,Common,3.9,['Undead'],
knight-of-the-wild,7,Whenever you summon a Beast  reduce the Cost of this card by (1) ,6.0,6.0,,['Druid'],Minion,Rare,2.3,,
knuckles,5,After this attacks a minion  it also hits the enemy hero ,3.0,7.0,,['Hunter'],Minion,Legendary,3.5,['Beast'],
kobold-apprentice,3,Battlecry :  Deal 3 damage randomly split among all enemies ,2.0,1.0,,['Neutral'],Minion,Common,2.1,,
kobold-barbarian,3,At the start of your turn  attack a random enemy ,4.0,4.0,,['Warrior'],Minion,Rare,2.5,,
kobold-geomancer,2,Spell Damage +1,2.0,2.0,,['Neutral'],Minion,Common,2.8,,
kobold-hermit,2,Battlecry :  Choose a basic Totem  Summon it ,1.0,1.0,,['Shaman'],Minion,Common,3.2,,
kobold-illusionist,5,Deathrattle :  Summon a 1/1 copy of a minion from your hand ,3.0,3.0,,['Rogue'],Minion,Rare,2.9,,
kobold-librarian,1,Battlecry :  Draw a card  Deal 2 damage to your hero ,2.0,1.0,,['Warlock'],Minion,Common,4.8,,
kobold-monk,4,Your hero can't be targeted by spells or Hero Powers ,3.0,6.0,,['Neutral'],Minion,Rare,4.0,,
kobold-sandtrooper,2,Deathrattle :  Deal 3 damage to the enemy hero ,2.0,1.0,,['Neutral'],Minion,Common,2.3,,
kobold-stickyfinger,5,Battlecry :  Steal your opponent's weapon ,4.0,4.0,,['Neutral'],Minion,Epic,4.0,['Pirate'],
kobold-taskmaster,3,Battlecry :  Add 2 Armor Scraps to your hand that give +2 Health to a minion ,2.0,4.0,,['Neutral'],Minion,Rare,2.4,,
kodo-mount,4,Give a minion +4/+2 and Rush  When it dies  summon a Kodo ,,,,['Druid'],Spell,Rare,3.6,,
kodohide-drumkit,4,Deathrattle :  Deal 2 damage to all minions  (Gain Armor while equipped to improve!),3.0,,2.0,['Warrior'],Weapon,Rare,2.4,,
kodorider,6,Inspire :  Summon a 3/5 War Kodo ,3.0,5.0,,['Neutral'],Minion,Epic,4.1,,
kolkar-pack-runner,2,After you cast a spell  summon a 1/1 Hyena with Rush ,2.0,3.0,,['Hunter'],Minion,Epic,3.2,,
kooky-chemist,4,Battlecry :  Swap the Attack and Health of a minion ,4.0,4.0,,['Neutral'],Minion,Common,2.5,,
korkron-elite,4,Charge,4.0,3.0,,['Warrior'],Minion,,4.1,,
korrak-the-bloodrager,4,Deathrattle :  If this wasn't Honorably Killed  resummon Korrak ,3.0,5.0,,['Neutral'],Minion,Legendary,4.4,,
korvas-bloodthorn,2,Charge  LifestealAfter you play a card with Outcast  return this to your hand ,2.0,2.0,,"['Hunter', 'Demon Hunter']",Minion,Legendary,4.5,,
kotori-lightblade,2,After you cast a Holy spell on this  cast it again on another friendly minion ,2.0,3.0,,['Paladin'],Minion,Legendary,3.9,,
kragwa-the-frog,6,Battlecry :  Return all spells you played last turn to your hand ,4.0,6.0,,['Shaman'],Minion,Legendary,4.0,['Beast'],
kresh-lord-of-turtling,6,Frenzy :  Gain 8 Armor Deathrattle :  Equip a 2/5 Turtle Spike ,3.0,9.0,,['Warrior'],Minion,Legendary,4.3,['Beast'],
krolusk-barkstripper,4,Spellburst :  Destroy a random enemy minion ,3.0,5.0,,['Hunter'],Minion,Epic,4.4,['Beast'],
kronx-dragonhoof,6,Battlecry :  Draw Galakrond  If you're already Galakrond  unleash a Devastation ,6.0,6.0,,['Neutral'],Minion,Legendary,4.8,,
krul-the-unshackled,9,Battlecry :  If your deck has no duplicates  summon all Demons from your hand ,7.0,9.0,,['Warlock'],Minion,Legendary,4.0,['Demon'],
kryxis-the-voracious,4,Battlecry :  Discard your hand  Deathrattle :  Draw 3 cards ,7.0,7.0,,"['Hunter', 'Demon Hunter']",Minion,Legendary,3.9,,
kthir-ritualist,3,TauntBattlecry :  Add a random 4-Cost minion to your opponent's hand ,4.0,4.0,,['Neutral'],Minion,Rare,1.3,,
kul-tiran-chaplain,2,Battlecry :  Give a friendly minion +2 Health ,2.0,3.0,,['Priest'],Minion,Rare,4.1,,
kun-the-forgotten-king,10,Choose One - Gain 10 Armor; or Refresh your Mana Crystals ,7.0,7.0,,['Druid'],Minion,Legendary,4.3,,
kurtrus-ashfallen,4,Battlecry :  Attack the left and righ-most enemy minions  Outcast :  Immune this turn ,3.0,4.0,,"['Hunter', 'Demon Hunter']",Minion,Legendary,3.4,,
kurtrus-demon-render,6,Battlecry :  Summon two 1/4 Demons with Rush (Improved by your hero attacks this game ),,,,"['Hunter', 'Demon Hunter']",Hero,Legendary,4.6,,
kvaldir-raider,5,Inspire :  Gain +2/+2 ,4.0,4.0,,['Neutral'],Minion,Common,3.5,,
lab-partner,1,Spell Damage +1,1.0,3.0,,['Mage'],Minion,Common,4.7,,
lab-recruiter,2,Battlecry :  Shuffle 3 copies of a friendly minion into your deck ,3.0,2.0,,['Rogue'],Minion,Common,4.7,,
lady-anacondra,6,Your Nature spells cost (2) less ,3.0,7.0,,['Druid'],Minion,Legendary,3.4,,
lady-ashvane,5,Battlecry :  Give all weapons in your hand  deck  and battlefield +1/+1 ,5.0,5.0,,['Warrior'],Minion,Legendary,2.3,,
lady-darkvein,5,Battlecry :  Summon two 2/1 Shades  Each gains a Deathrattle to cast your last Shadow spell ,3.0,6.0,,['Warlock'],Minion,Legendary,4.5,,
lady-deathwhisper,4,Deathrattle :  Copy all Frost spells in your hand ,4.0,3.0,,['Death Knight'],Minion,Legendary,4.0,['Undead'],
lady-in-white,6,Battlecry :  Cast 'Inner Fire' on every minion in your deck (set Attack equal to Health) ,5.0,5.0,,['Priest'],Minion,Legendary,4.4,,
lady-liadrin,7,Battlecry :  Add a copy of each spell you cast on friendly characters this game to your hand ,4.0,6.0,,['Paladin'],Minion,Legendary,3.2,,
lady-nazjar,5,While in your hand  this transforms after you cast a Fire  Frost  or Arcane spell ,5.0,5.0,,['Mage'],Minion,Legendary,3.6,['Naga'],
lady-prestor,6,Battlecry :  Transform minions in your deck into random Dragons  (They keep their original stats and Cost ),6.0,7.0,,['Neutral'],Minion,Legendary,3.6,,
lady-stheno,3,Immune while attacking  After you cast a spell  attack the lowest Health enemy ,2.0,4.0,,"['Hunter', 'Demon Hunter']",Minion,Legendary,3.9,['Naga'],
lady-vashj,3,Spell Damage +1Deathrattle :  Shuffle 'Vashj Prime' into your deck ,4.0,3.0,,['Shaman'],Minion,Legendary,3.9,,
lake-thresher,5,Also damages the minions next to whomever this attacks ,4.0,6.0,,['Neutral'],Minion,Common,2.7,['Beast'],
lakkari-felhound,4,TauntBattlecry :  Discard your two lowest-Cost cards ,3.0,8.0,,['Warlock'],Minion,Common,3.8,['Demon'],
lakkari-sacrifice,1,Quest :  Discard 6 cards Reward :  Nether Portal ,,,,['Warlock'],Spell,Legendary,3.8,,
lance-carrier,2,Battlecry :  Give a friendly minion +2 Attack ,1.0,2.0,,['Neutral'],Minion,Common,2.8,,
landscaping,3,Summon two 2/2 Treants ,,,,['Druid'],Spell,Common,3.5,,Nature
landslide,2,Deal 1 damage to all enemy minions  If you're Overloaded  deal 1 damage again ,,,,['Shaman'],Spell,Rare,3.2,,Nature
last-stand,1,Draw a Taunt minion  Manathirst (7) :  Double its stats ,,,,['Warrior'],Spell,Rare,1.9,,
lava-burst,3,Deal 5 damage  Overload :  (2),,,,['Shaman'],Spell,Rare,3.8,,Fire
lava-shock,2,Deal 2 damage  Unlock your Overloaded Mana Crystals ,,,,['Shaman'],Spell,Rare,4.0,,Fire
lay-on-hands,8,Restore 8 Health  Draw 3 cards ,,,,['Paladin'],Spell,Epic,4.1,,Holy
lazuls-scheme,0,Reduce the Attack of an enemy imnion by 1 until your next turn (Upgrades each turn!),,,,['Priest'],Spell,Epic,3.1,,Shadow
lead-dancer,6,Deathrattle :  Summon a minion from your deck with less Attack than this minion ,4.0,2.0,,['Paladin'],Minion,Rare,2.2,,
learn-draconic,1,Sidequest :  Spend 8 Mana on spells Reward :  Summon a 6/6 Dragon ,,,,['Mage'],Spell,Common,3.6,,
leatherclad-hogleader,6,Battlecry :  If your opponent has 6 or more cards in hand  gain Charge ,6.0,6.0,,['Neutral'],Minion,Epic,2.3,['Quilboar'],
leatherworking-kit,1,After three friendly Beasts die  draw a Beast and give it +1/+1  Lose 1 Durability ,0.0,,3.0,['Hunter'],Weapon,Rare,2.3,,
leeching-poison,1,Give your weapon Lifesteal this turn ,,,,['Rogue'],Spell,Common,1.9,,Nature
leeroy-jenkins,5,Charge  Battlecry :  Summon two 1/1 Whelps for your opponent ,6.0,2.0,,['Neutral'],Minion,Legendary,4.5,,
legionnaire,6,Deathrattle :  Give all minions in your hand +2/+2 ,9.0,3.0,,['Neutral'],Minion,Common,2.1,,
leper-gnome,1,Deathrattle :  Deal 2 damage to the enemy hero ,2.0,1.0,,['Neutral'],Minion,Common,3.1,,
lesser-amethyst-spellstone,4,Lifesteal  Deal 3 damage to a minion  (Take damage from your cards to upgrade ),,,,['Warlock'],Spell,Rare,4.2,,Shadow
lesser-diamond-spellstone,7,Resurrect 2 different friendly minions  (Cast 4 spells to upgrade ),,,,['Priest'],Spell,Rare,3.9,,Holy
lesser-emerald-spellstone,5,Summon two 3/3 Wolves  (Play a Secret to upgrade ),,,,['Hunter'],Spell,Rare,4.1,,Nature
lesser-jasper-spellstone,1,Deal 2 damage to a minion  (Gain 3 Armor to upgrade ),,,,['Druid'],Spell,Rare,4.1,,Nature
lesser-mithril-spellstone,7,Summon one 5/5 Mithril Golem  (Equip a weapon to upgrade ),,,,['Warrior'],Spell,Rare,2.8,,
lesser-onyx-spellstone,5,Destroy 1 random enemy minion  (Play 3 Deathrattle cards to upgrade ),,,,['Rogue'],Spell,Rare,2.9,,Shadow
lesser-pearl-spellstone,2,Summon a 2/2 Spirit with Taunt  (Restore 3 Health to upgrade ),,,,['Paladin'],Spell,Rare,3.4,,Holy
lesser-ruby-spellstone,2,Add 1 random Mage spell to your hand  (Play 2 Elementals to upgrade ),,,,['Mage'],Spell,Rare,4.0,,Fire
lesser-sapphire-spellstone,7,Summon 1 copy of a friendly minion  (Overload 3 Mana Crystal to upgrade ),,,,['Shaman'],Spell,Rare,2.7,,Nature
level-up,5,Give your Silver Hand Recruits +2/+2 and Taunt ,,,,['Paladin'],Spell,Epic,2.5,,
leyline-manipulator,4,Battlecry :  If you're holding any cards that didn't start in your deck  reduce their Cost by (2) ,4.0,5.0,,['Mage'],Minion,Rare,4.6,['Elemental'],
libram-of-hope,9,Restore 8 Health Summon an 8/8 Guardian with Taunt and Divine Shield ,,,,['Paladin'],Spell,Epic,4.2,,Holy
libram-of-judgment,7,Corrupt :  Gain Lifesteal ,5.0,,3.0,['Paladin'],Weapon,Common,4.4,,
libram-of-justice,5,Equip a 1/4 weapon  Change the Health of all enemy minions to 1 ,,,,['Paladin'],Spell,Common,3.6,,Holy
libram-of-wisdom,2,Give a minion +1/+1 and Deathrattle :  Add a 'Libram of Wisdom' spell to your hand ,,,,['Paladin'],Spell,Rare,3.5,,Holy
licensed-adventurer,2,Battlecry :  If you control a Quest  add a Coin to your hand ,3.0,2.0,,['Neutral'],Minion,Rare,4.3,,
life-from-death,6,Draw 3 cards Infuse (6) :  This costs (1) ,,,,['Druid'],Spell,Rare,4.6,,
life-sentence,4,Remove a minion from the game ,,,,['Mage'],Spell,Rare,4.6,,
lifedrinker,4,Battlecry :  Deal 3 damage to the enemy hero  Restore 3 Health to your hero ,3.0,3.0,,['Neutral'],Minion,Rare,3.7,['Beast'],
lifeweaver,3,Whenever you restore Health  add a random Druid spell to your hand ,2.0,5.0,,['Druid'],Minion,Rare,3.5,,
light-of-the-naaru,1,Restore 3 health  If the target is still damaged  summon a Lightwarden ,,,,['Priest'],Spell,Rare,3.8,,Holy
light-of-the-phoenix,4,Draw 2 cards  Costs (1) less for each damaged friendly character ,,,,['Warrior'],Spell,Common,4.6,,Fire
lightbomb,6,Deal damage to each minion equal to its Attack ,,,,['Priest'],Spell,Epic,4.6,,Holy
lightbringers-hammer,3,LifestealCan't attack heroes ,3.0,,2.0,['Paladin'],Weapon,Epic,2.4,,
lightforged-blessing,2,TwinspellGive a friendly minion Lifesteal ,,,,['Paladin'],Spell,Common,2.5,,Holy
lightforged-cariel,8,Battlecry :  Deal 2 damage to all enemies  Equip a 2/5 Immovable Object ,,,,['Paladin'],Hero,Legendary,4.5,,
lightforged-crusader,7,Battlecry :  If your deck has no Neutral cards  add 5 random Paladin cards to your hand ,7.0,7.0,,['Paladin'],Minion,Epic,4.2,,
lightforged-zealot,4,Battlecry :  If your deck has no Neutral cards  equip a 4/2 Truesilver Champion ,4.0,2.0,,['Paladin'],Minion,Rare,4.1,,
lightfused-stegodon,4,Battlecry :  Adapt your Silver Hand Recruits ,3.0,4.0,,['Paladin'],Minion,Rare,3.6,['Beast'],
lightmaw-netherdrake,4,Battlecry :  If you're holding a Holy and a Shadow spell  deal 3 damage to all other minions ,4.0,4.0,,['Priest'],Minion,Rare,3.4,['Dragon'],
lightning-bloom,0,Refresh 2 Mana Crystals Overload :  (2),,,,"['Druid', 'Shaman']",Spell,Common,4.4,,Nature
lightning-bolt,1,Deal 3 damage  Overload :  (1),,,,['Shaman'],Spell,Common,4.1,,Nature
lightning-breath,3,Deal 4 damage to a minion  If you're holding a Dragon  also damage its neighbors ,,,,['Shaman'],Spell,Rare,4.7,,Nature
lightning-storm,3,Deal 3 damage to all enemy minions  Overload :  (1),,,,['Shaman'],Spell,Rare,4.7,,Nature
lightray,10,TauntCosts (1) less for each Paladin card you've played this game ,5.0,5.0,,['Paladin'],Minion,Common,4.1,['Elemental'],
lights-champion,3,Battlecry :  Silence a Demon ,4.0,3.0,,['Neutral'],Minion,Rare,2.8,,
lights-justice,1,You must be logged in to post a comment ,1.0,,4.0,['Paladin'],Weapon,,2.0,,
lights-sorrow,4,After a friendly minion loses Divine Shield  gain +1 Attack ,1.0,,4.0,['Paladin'],Weapon,Epic,1.9,,
lightshow,3,Shoot two beams at enemies that deal 2 damage  Shoot one more for each Lightshow you've cast this game ,,,,['Mage'],Spell,Rare,3.3,,Arcane
lightshower-elemental,6,TauntDeathrattle :  Restore 8 Health to all friendly characters ,6.0,6.0,,['Priest'],Minion,Rare,4.5,['Elemental'],
lightspawn,3,This minion's Attack is always equal to its Health ,0.0,4.0,,['Priest'],Minion,Common,3.1,['Elemental'],
lightsteed,4,your healing effects also give affected minions +2 Health ,3.0,6.0,,['Priest'],Minion,Rare,2.9,['Elemental'],
lightwarden,1,Whenever a character is healed  gain +2 Attack ,1.0,2.0,,['Neutral'],Minion,Rare,3.3,,
lightwell,2,At the start of your turn  restore 3 Health to a damaged friendly character ,0.0,5.0,,['Priest'],Minion,Rare,2.6,,
likkim,2,Has +2 Attack while you have Overloaded Mana Crystals ,1.0,,3.0,['Shaman'],Weapon,Rare,3.4,,
lil-exorcist,3,Taunt  Battlecry :  Gain +1/+1 for each enemy Deathrattle minion ,2.0,3.0,,['Neutral'],Minion,Rare,2.1,,
lilian-voss,4,Battlecry :  Replace spells in your hand with random spells (from your opponent's class) ,4.0,5.0,,['Rogue'],Minion,Legendary,2.6,,
lilypad-lurker,5,Battlecry :  If you played an Elemental last turn  transform an enemy minion into a 0/1 Frog with Taunt ,5.0,6.0,,['Shaman'],Minion,Epic,4.6,['Elemental'],
line-hopper,3,Your Outcast cards cost (1) less ,3.0,4.0,,"['Hunter', 'Demon Hunter']",Minion,Common,3.2,,
linecracker,7,Overkill :  Double this minion's attack ,5.0,10.0,,['Neutral'],Minion,Epic,2.6,,
lingering-zombie,1,Deathrattle :  Summon a 1/1 Disarmed Zombie with Deathrattle :  Summon a 1/1 Zombie ,1.0,1.0,,['Druid'],Minion,Common,4.9,['Undead'],
lions-frenzy,3,Has Attack equal to the number of cards you've drawn this turn ,0.0,,2.0,"['Hunter', 'Demon Hunter']",Weapon,Epic,2.4,,
lions-guard,5,Battlecry :  If you have 15 or less Health  gain +2/+4 and Taunt ,4.0,6.0,,['Neutral'],Minion,Common,3.2,,
livewire-lance,3,After your Hero attacks  add a Lackey to your hand ,2.0,,2.0,['Warrior'],Weapon,Epic,3.8,,
living-dragonbreath,3,Your minions can't be Frozen ,3.0,4.0,,['Neutral'],Minion,Common,2.4,['Elemental'],
living-mana,5,Transform your Mana Crystals into 2/2 minions  Recover the mana when they die ,,,,['Druid'],Spell,Epic,3.0,,Nature
living-monument,10,Taunt,10.0,10.0,,['Neutral'],Minion,Common,1.5,,
living-roots,1,Choose One - Deal 2 damage; or Summon two 1/1 Saplings ,,,,['Druid'],Spell,Common,4.3,,Nature
living-seed-rank-1,2,Draw a Beast  Reduce its Cost by (1)  (Upgrades when you have 5 Mana ),,,,['Druid'],Spell,Rare,2.8,,Nature
loan-shark,3,Battlecry :  Give your opponent a Coin Deathrattle :  You get two ,3.0,4.0,,['Rogue'],Minion,Common,2.6,['Beast'],
loatheb,5,Battlecry :  Enemy spells cost (5) more next turn ,5.0,5.0,,['Neutral'],Minion,Legendary,4.7,,
lock-and-load,1,Each time you cast a spell this turn  add a random Hunter card to your hand ,,,,['Hunter'],Spell,Epic,3.1,,
lokholar-the-ice-lord,10,Rush  WindfuryCosts (5) less if you have 15 Health or less ,8.0,8.0,,['Neutral'],Minion,Legendary,3.7,['Elemental'],
lone-champion,3,Battlecry :  If you control no other minions  gain Taunt and Divine Shield ,2.0,4.0,,['Neutral'],Minion,Rare,4.4,,
loose-specimen,5,Battlecry :  Deal 6 damage randomly split among other friendly minions ,6.0,6.0,,['Neutral'],Minion,Epic,2.2,['Beast'],
loot-hoarder,2,Deathrattle :  Draw a card ,2.0,1.0,,['Neutral'],Minion,Common,4.2,,
lord-barov,3,Battlecry :  Set the Health of all other minions to 1 Deathrattle :  Deal 1 damage to all minions ,3.0,2.0,,"['Paladin', 'Warrior']",Minion,Legendary,4.7,,
lord-godfrey,7,Battlecry :  Deal 2 damage to all other minions  If any die  repeat this Battlecry ,4.0,4.0,,['Warlock'],Minion,Legendary,4.8,,
lord-jaraxxus,9,Battlecry :  Equip a 3/8 Blood Fury ,,,,['Warlock'],Hero,Legendary,4.4,,
lord-marrowgar,8,Battlecry :  Raise ALL of your Corpses as 1/1 Risen Golems with Rush  For each that can't fit  give one +2/+2 ,9.0,7.0,,['Death Knight'],Minion,Legendary,3.8,['Undead'],
lord-of-the-arena,6,Taunt,6.0,5.0,,['Neutral'],Minion,,2.1,,
lorekeeper-polkelt,4,Battlecry :  Reorder your deck from highest Cost card to lowest Cost card ,4.0,5.0,,['Neutral'],Minion,Legendary,4.5,,
lorewalker-cho,2,Whenever a player casts a spell  put a copy into the other player’s hand ,0.0,4.0,,['Neutral'],Minion,Legendary,2.3,,
lorthemar-theron,7,Battlecry :  Double the stats of all minions in your deck ,7.0,7.0,,['Neutral'],Minion,Legendary,4.0,,
lost-exarch,4,Deathrattle :  Spend all your Mana  Summon that many 2/2 Zombies with Rush ,5.0,4.0,,['Neutral'],Minion,Rare,2.5,['Undead'],
lost-in-the-jungle,1,Summon two 1/1 Silver Hand Recruits ,,,,['Paladin'],Spell,Common,3.1,,
lost-in-the-park,1,Questline :  Gain 4 Attack with your hero Reward :  Gain 5 Armor ,,,,['Druid'],Spell,Legendary,2.2,,
lost-spirit,2,Deathrattle :  Give your minions +1 Attack ,1.0,1.0,,['Neutral'],Minion,Common,1.7,,
lost-tallstrider,4,You must be logged in to post a comment ,5.0,4.0,,['Neutral'],Minion,Common,2.7,['Beast'],
lothar,7,At the end of your turn  attack a random enemy minion  If it dies  gain +3/+3 ,7.0,7.0,,['Warrior'],Minion,Legendary,2.9,,
lothraxion-the-redeemed,5,Battlecry :  For the rest of the game  after you summon a Silver Hand Recruit  give it Divine Shield ,5.0,5.0,,['Paladin'],Minion,Legendary,4.6,['Demon'],
lotus-agents,5,Battlecry :  Discover a Druid  Rogue  or Shaman card ,5.0,3.0,,"['Druid', 'Rogue', 'Shaman']",Minion,Rare,2.7,,
