,name,cardSet,type,text,playerClass,rarity,health,mechanics,cost,attack,race,spellSchool,durability,Category,armor,multiClassGroup
8439,Vilefiend,Saviors of Uldum,Minion,<b>Lifesteal</b>,Neutral,Common,2.0,[{'name': 'Lifesteal'}],2.0,2.0,Demon,,,Saviors of Uldum,,
8443,Whirlkick Master,Saviors of Uldum,Minion,"Whenever you play a <b>Combo</b> card, add a random <b>Combo</b> card to your hand.",Rogue,Epic,2.0,[{'name': 'Combo'}],2.0,1.0,,,,Saviors of Uldum,,
8446,Zephrys the Great,Saviors of Uldum,Minion,"<b>Battlecry:</b> If your deck has no duplicates, wish for the perfect card.",Neutral,Legendary,2.0,[{'name': 'Battlecry'}],2.0,3.0,Elemental,,,Saviors of Uldum,,
8449,BEEEES!!!,Saviors of Uldum,Spell,[x]Choose a minion.\nSummon four 1/1 Bees\nthat attack it.,Druid,Common,4.0,,3.0,1.0,,,,Saviors of Uldum,,
8451,Bloodsworn Mercenary,Saviors of Uldum,Minion,[x]<b>Battlecry</b>: Choose a\ndamaged friendly minion.\nSummon a copy of it.,Warrior,Epic,3.0,[{'name': 'Battlecry'}],3.0,3.0,,,,Saviors of Uldum,,
8454,Candletaker,Saviors of Uldum,Minion,<b>Reborn</b>,Neutral,Common,2.0,[{'name': 'Reborn'}],3.0,3.0,,,,Saviors of Uldum,,
8457,Desert Hare,Saviors of Uldum,Minion,<b>Battlecry:</b> Summon two 1/1 Desert Hares.,Neutral,Common,1.0,[{'name': 'Battlecry'}],3.0,1.0,Beast,,,Saviors of Uldum,,
8458,Desert Spear,Saviors of Uldum,Weapon,"After your hero attacks, summon a 1/1 Locust with <b>Rush</b>.",Hunter,Common,,[{'name': 'Rush'}],3.0,1.0,,,3.0,Saviors of Uldum,,
8459,Dune Sculptor,Saviors of Uldum,Minion,"[x]After you cast a spell,\nadd a random Mage\nminion to your hand.",Mage,Rare,3.0,,3.0,3.0,,,,Saviors of Uldum,,
8461,EVIL Recruiter,Saviors of Uldum,Minion,<b>Battlecry:</b> Destroy a friendly <b>Lackey</b> to summon a 5/5 Demon.,Warlock,Common,3.0,[{'name': 'Battlecry'}],3.0,3.0,,,,Saviors of Uldum,,
8462,Flame Ward,Saviors of Uldum,Spell,"<b>Secret:</b> After a minion attacks your hero, deal $3 damage to all enemy minions.",Mage,Common,,[{'name': 'Secret'}],3.0,,,Fire,,Saviors of Uldum,,
8463,Generous Mummy,Saviors of Uldum,Minion,<b>Reborn</b>\nYour opponent's cards cost (1) less.,Neutral,Rare,4.0,"[{'name': 'Reborn'}, {'name': 'Aura'}]",3.0,5.0,,,,Saviors of Uldum,,
8464,Golden Scarab,Saviors of Uldum,Minion,<b><b>Battlecry:</b> Discover</b> a\n4-Cost card.,Neutral,Common,2.0,"[{'name': 'Discover'}, {'name': 'Battlecry'}]",3.0,2.0,Beast,,,Saviors of Uldum,,
8465,History Buff,Saviors of Uldum,Minion,"Whenever you play a minion, give a random minion in your hand +1/+1.",Neutral,Epic,4.0,,3.0,3.0,,,,Saviors of Uldum,,
8466,Hooked Scimitar,Saviors of Uldum,Weapon,[x]<b>Combo:</b> Gain +2 Attack.,Rogue,Common,,[{'name': 'Combo'}],3.0,2.0,,,2.0,Saviors of Uldum,,
8467,Hunter's Pack,Saviors of Uldum,Spell,"Add a random Hunter Beast, <b>Secret</b>, and weapon to your_hand.",Hunter,Common,,[{'name': 'Secret'}],3.0,,,,,Saviors of Uldum,,
8468,Infested Goblin,Saviors of Uldum,Minion,<b>Taunt</b>\n<b>Deathrattle:</b> Add two 1/1 Scarabs with <b>Taunt</b> to your hand.,Neutral,Rare,3.0,"[{'name': 'Taunt'}, {'name': 'Deathrattle'}]",3.0,2.0,,,,Saviors of Uldum,,
8471,Livewire Lance,Saviors of Uldum,Weapon,"After your Hero attacks, add a <b>Lackey</b> to your_hand.",Warrior,Epic,,,3.0,2.0,,,2.0,Saviors of Uldum,,
8475,Mischief Maker,Saviors of Uldum,Minion,<b>Battlecry:</b> Swap the top card of your deck with your_opponent's.,Neutral,Epic,3.0,[{'name': 'Battlecry'}],3.0,3.0,,,,Saviors of Uldum,,
8477,Neferset Thrasher,Saviors of Uldum,Minion,"Whenever this attacks, deal 3 damage to your_hero.",Warlock,Common,5.0,,3.0,4.0,,,,Saviors of Uldum,,
8480,Plague of Murlocs,Saviors of Uldum,Spell,Transform all minions into random Murlocs.,Shaman,Epic,,,3.0,,,,,Saviors of Uldum,,
8481,Ramkahen Wildtamer,Saviors of Uldum,Minion,<b>Battlecry:</b> Copy a random Beast in your hand.,Hunter,Rare,3.0,[{'name': 'Battlecry'}],3.0,4.0,,,,Saviors of Uldum,,
8482,Salhet's Pride,Saviors of Uldum,Minion,<b>Deathrattle:</b> Draw two\n1-Health minions from your_deck.,Paladin,Rare,1.0,[{'name': 'Deathrattle'}],3.0,3.0,Beast,,,Saviors of Uldum,,
8492,Vulpera Scoundrel,Saviors of Uldum,Minion,<b>Battlecry</b>: <b>Discover</b> a spell or pick a mystery choice.,Neutral,Epic,3.0,"[{'name': 'Battlecry'}, {'name': 'Discover'}]",3.0,2.0,,,,Saviors of Uldum,,
8493,Weaponized Wasp,Saviors of Uldum,Minion,"<b>Battlecry:</b> If you control\na <b>Lackey</b>, deal 3_damage.",Shaman,Rare,3.0,[{'name': 'Battlecry'}],3.0,3.0,Beast,,,Saviors of Uldum,,
8494,Wretched Reclaimer,Saviors of Uldum,Minion,"[x]<b>Battlecry:</b> Destroy a friendly\nminion, then return it to life\nwith full Health.",Priest,Rare,3.0,[{'name': 'Battlecry'}],3.0,3.0,,,,Saviors of Uldum,,
8495,Ancestral Guardian,Saviors of Uldum,Minion,<b>Lifesteal</b>\n<b>Reborn</b>,Paladin,Common,2.0,"[{'name': 'Lifesteal'}, {'name': 'Reborn'}]",4.0,4.0,,,,Saviors of Uldum,,
8500,Body Wrapper,Saviors of Uldum,Minion,<b>Battlecry:</b> <b>Discover</b> a friendly minion that died this game. Shuffle it into your deck.,Neutral,Epic,4.0,"[{'name': 'Battlecry'}, {'name': 'Discover'}]",4.0,4.0,,,,Saviors of Uldum,,
8501,Bone Wraith,Saviors of Uldum,Minion,<b>Taunt</b>\n<b>Reborn</b>,Neutral,Common,5.0,"[{'name': 'Reborn'}, {'name': 'Taunt'}]",4.0,2.0,,,,Saviors of Uldum,,
8503,Conjured Mirage,Saviors of Uldum,Minion,"<b>Taunt</b>\nAt the start of your turn, shuffle this minion into your deck.",Neutral,Rare,10.0,[{'name': 'Taunt'}],4.0,3.0,,,,Saviors of Uldum,,
8504,Diseased Vulture,Saviors of Uldum,Minion,"Whenever your hero takes damage on your turn, summon a random\n3-Cost minion.",Warlock,Epic,5.0,,4.0,3.0,Beast,,,Saviors of Uldum,,
8507,Garden Gnome,Saviors of Uldum,Minion,"[x]<b>Battlecry:</b> If you're holding\na spell that costs (5) or more,\nsummon two 2/2 Treants.",Druid,Rare,3.0,[{'name': 'Battlecry'}],4.0,2.0,,,,Saviors of Uldum,,
8508,High Priest Amet,Saviors of Uldum,Minion,"[x]Whenever you summon a\nminion, set its Health equal\nto this minion's.",Priest,Legendary,7.0,,4.0,2.0,,,,Saviors of Uldum,,
8510,Hyena Alpha,Saviors of Uldum,Minion,"[x]<b>Battlecry:</b> If you control\na <b>Secret</b>, summon two\n2/2 Hyenas.",Hunter,Rare,3.0,"[{'name': 'Battlecry'}, {'name': 'Secret'}]",4.0,3.0,Beast,,,Saviors of Uldum,,
8511,Impbalming,Saviors of Uldum,Spell,Destroy a minion. Shuffle 3 Worthless Imps into your deck.,Warlock,Rare,,,4.0,,,Fel,,Saviors of Uldum,,
8515,Psychopomp,Saviors of Uldum,Minion,[x]<b>Battlecry:</b> Summon a\nrandom friendly minion\nthat died this game.\nGive it <b>Reborn</b>.,Priest,Epic,1.0,"[{'name': 'Reborn'}, {'name': 'Battlecry'}]",4.0,3.0,,,,Saviors of Uldum,,
8516,Restless Mummy,Saviors of Uldum,Minion,<b>Rush</b>\n<b>Reborn</b>,Warrior,Common,2.0,"[{'name': 'Rush'}, {'name': 'Reborn'}]",4.0,3.0,,,,Saviors of Uldum,,
8518,Sahket Sapper,Saviors of Uldum,Minion,<b>Deathrattle:</b> Return a _random enemy minion to_ your_opponent's_hand.,Rogue,Rare,4.0,[{'name': 'Deathrattle'}],4.0,4.0,Pirate,,,Saviors of Uldum,,
8522,Shadow of Death,Saviors of Uldum,Spell,Choose a minion. Shuffle 3 'Shadows' into your deck that summon a copy when drawn.,Rogue,Epic,,,4.0,,,Shadow,,Saviors of Uldum,,
8523,Splitting Axe,Saviors of Uldum,Weapon,<b>Battlecry:</b> Summon copies of your Totems.,Shaman,Epic,,[{'name': 'Battlecry'}],4.0,3.0,,,2.0,Saviors of Uldum,,
8528,Sunstruck Henchman,Saviors of Uldum,Minion,"At the start of your turn, this has a 50% chance to_fall asleep.",Neutral,Rare,5.0,,4.0,6.0,,,,Saviors of Uldum,,
8529,Vessina,Saviors of Uldum,Minion,"While you're <b>Overloaded</b>, your other minions have +2 Attack.",Shaman,Legendary,6.0,"[{'name': 'Overload'}, {'name': 'Aura'}]",4.0,2.0,,,,Saviors of Uldum,,
8532,"Anka, the Buried",Saviors of Uldum,Minion,<b>Battlecry:</b> Change each <b>Deathrattle</b> minion in your hand into a 1/1 that costs (1).,Rogue,Legendary,5.0,"[{'name': 'Deathrattle'}, {'name': 'Battlecry'}]",5.0,5.0,,,,Saviors of Uldum,,
8533,Anubisath Defender,Saviors of Uldum,Minion,<b>Taunt</b>. Costs (0) if you've cast a spell that costs (5) or more this turn.,Druid,Epic,5.0,[{'name': 'Taunt'}],5.0,3.0,,,,Saviors of Uldum,,
8534,Bazaar Mugger,Saviors of Uldum,Minion,<b>Rush</b>\n<b>Battlecry:</b> Add a random minion from another class to your hand.,Rogue,Rare,5.0,"[{'name': 'Rush'}, {'name': 'Battlecry'}]",5.0,3.0,,,,Saviors of Uldum,,
8535,Cloud Prince,Saviors of Uldum,Minion,"<b>Battlecry:</b> If you control a <b>Secret</b>, deal 6 damage.",Mage,Common,4.0,"[{'name': 'Secret'}, {'name': 'Battlecry'}]",5.0,4.0,Elemental,,,Saviors of Uldum,,
8536,Dark Pharaoh Tekahn,Saviors of Uldum,Minion,"<b>Battlecry:</b> For the rest of the game, your <b>Lackeys</b> are 4/4.",Warlock,Legendary,4.0,[{'name': 'Battlecry'}],5.0,4.0,,,,Saviors of Uldum,,
8537,Desert Obelisk,Saviors of Uldum,Minion,"[x]If you control 3 of these\nat the end of your turn,\ndeal 5 damage to a\nrandom enemy.",Neutral,Epic,5.0,,5.0,0.0,,,,Saviors of Uldum,,
8540,Elise the Enlightened,Saviors of Uldum,Minion,"<b>Battlecry:</b> If your deck has no duplicates, duplicate your hand.",Druid,Legendary,5.0,[{'name': 'Battlecry'}],5.0,5.0,,,,Saviors of Uldum,,
8542,Faceless Lurker,Saviors of Uldum,Minion,<b>Taunt</b>\n<b>Battlecry:</b> Double this minion's Health.,Neutral,Common,3.0,"[{'name': 'Taunt'}, {'name': 'Battlecry'}]",5.0,3.0,,,,Saviors of Uldum,,
8544,Mortuary Machine,Saviors of Uldum,Minion,"After your opponent plays a minion, give it <b>Reborn</b>.",Neutral,Epic,8.0,[{'name': 'Reborn'}],5.0,8.0,Mech,,,Saviors of Uldum,,
8545,Naga Sand Witch,Saviors of Uldum,Minion,[x]<b>Battlecry:</b> Change the Cost\nof spells in your hand to (5).,Mage,Rare,5.0,[{'name': 'Battlecry'}],5.0,5.0,,,,Saviors of Uldum,,
8546,Oasis Surger,Saviors of Uldum,Minion,<b>Rush</b>\n<b>Choose One -</b> Gain +2/+2; or Summon a copy of this minion.,Druid,Common,3.0,[{'name': 'Rush'}],5.0,3.0,Elemental,,,Saviors of Uldum,,
8547,Phalanx Commander,Saviors of Uldum,Minion,Your <b>Taunt</b> minions\nhave +2 Attack.,Neutral,Common,5.0,"[{'name': 'Aura'}, {'name': 'Taunt'}]",5.0,4.0,,,,Saviors of Uldum,,
8549,Plague of Wrath,Saviors of Uldum,Spell,Destroy all damaged minions.,Warrior,Rare,,,5.0,,,,,Saviors of Uldum,,
8551,Sandhoof Waterbearer,Saviors of Uldum,Minion,"At the end of your turn, restore #5 Health to a damaged friendly character.",Priest,Common,5.0,,5.0,5.0,,,,Saviors of Uldum,,
8555,Wasteland Assassin,Saviors of Uldum,Minion,<b>Stealth</b>\n<b>Reborn</b>,Neutral,Common,2.0,"[{'name': 'Reborn'}, {'name': 'Stealth'}]",5.0,4.0,,,,Saviors of Uldum,,
8556,Armagedillo,Saviors of Uldum,Minion,"[x]<b>Taunt</b>\nAt the end of your turn,\ngive all <b>Taunt</b> minions\nin your hand +2/+2.",Warrior,Legendary,7.0,[{'name': 'Taunt'}],6.0,4.0,Beast,,,Saviors of Uldum,,
8557,Armored Goon,Saviors of Uldum,Minion,"Whenever your hero attacks, gain 5 Armor.",Warrior,Common,7.0,,6.0,6.0,,,,Saviors of Uldum,,
8559,Blatant Decoy,Saviors of Uldum,Minion,[x]<b>Deathrattle:</b> Each player\nsummons the lowest Cost\nminion from their hand.,Neutral,Epic,5.0,[{'name': 'Deathrattle'}],6.0,5.0,,,,Saviors of Uldum,,
8562,Hidden Oasis,Saviors of Uldum,Spell,<b>Choose One</b> - Summon a 6/6 Ancient with <b>Taunt</b>; or Restore #12 Health.,Druid,Rare,,[{'name': 'Taunt'}],6.0,,,Nature,,Saviors of Uldum,,
8563,Khartut Defender,Saviors of Uldum,Minion,"[x]<b>Taunt</b>, <b>Reborn</b>\n<b>Deathrattle:</b> Restore #3\nHealth to your hero.",Neutral,Rare,4.0,"[{'name': 'Taunt'}, {'name': 'Reborn'}, {'name': 'Deathrattle'}]",6.0,3.0,,,,Saviors of Uldum,,
8564,Pharaoh's Blessing,Saviors of Uldum,Spell,"Give a minion +4/+4, <b>Divine Shield</b>, and <b>Taunt</b>.",Paladin,Rare,,"[{'name': 'Divine Shield'}, {'name': 'Taunt'}]",6.0,,,Holy,,Saviors of Uldum,,
8565,Reno the Relicologist,Saviors of Uldum,Minion,"<b>Battlecry:</b> If your deck has no duplicates, deal 10 damage randomly split among all enemy minions.",Mage,Legendary,6.0,[{'name': 'Battlecry'}],6.0,4.0,,,,Saviors of Uldum,,
8567,Riftcleaver,Saviors of Uldum,Minion,<b>Battlecry:</b> Destroy a minion. Your hero takes damage equal to its Health.,Warlock,Epic,5.0,[{'name': 'Battlecry'}],6.0,7.0,Demon,,,Saviors of Uldum,,
8568,Scarlet Webweaver,Saviors of Uldum,Minion,<b>Battlecry:</b> Reduce the Cost of a random Beast in your_hand by (5).,Hunter,Epic,5.0,[{'name': 'Battlecry'}],6.0,5.0,Beast,,,Saviors of Uldum,,
8569,Swarm of Locusts,Saviors of Uldum,Spell,Summon seven 1/1 Locusts with <b>Rush</b>.,Hunter,Rare,,[{'name': 'Rush'}],6.0,,,,,Saviors of Uldum,,
8571,Wild Bloodstinger,Saviors of Uldum,Minion,<b>Battlecry:</b> Summon a minion from your opponent's hand. Attack it.,Hunter,Epic,9.0,[{'name': 'Battlecry'}],6.0,6.0,Beast,,,Saviors of Uldum,,
8572,Dinotamer Brann,Saviors of Uldum,Minion,"<b>Battlecry:</b> If your deck has no duplicates, summon King Krush.",Hunter,Legendary,4.0,[{'name': 'Battlecry'}],7.0,2.0,,,,Saviors of Uldum,,
8573,Earthquake,Saviors of Uldum,Spell,"Deal $5 damage to all minions, then deal $2 damage to all minions.",Shaman,Rare,,,7.0,,,Nature,,Saviors of Uldum,,
8576,Overflow,Saviors of Uldum,Spell,Restore #5 Health\nto all characters.\nDraw 5 cards.,Druid,Rare,,,7.0,,,Nature,,Saviors of Uldum,,
8577,Siamat,Saviors of Uldum,Minion,"[x]<b>Battlecry:</b> Gain 2 of <b>Rush</b>,\n<b>Taunt</b>, <b>Divine Shield</b>, or\n<b>Windfury</b> <i>(your choice).</i>",Neutral,Legendary,6.0,"[{'name': 'Battlecry'}, {'name': 'Rush'}, {'name': 'Taunt'}, {'name': 'Divine Shield'}, {'name': 'Windfury'}]",7.0,6.0,Elemental,,,Saviors of Uldum,,
8579,Wasteland Scorpid,Saviors of Uldum,Minion,<b>Poisonous</b>,Neutral,Common,9.0,[{'name': 'Poisonous'}],7.0,3.0,Beast,,,Saviors of Uldum,,
8580,Wrapped Golem,Saviors of Uldum,Minion,"[x]<b>Reborn</b>\nAt the end of your turn,\nsummon a 1/1 Scarab\nwith <b>Taunt</b>.",Neutral,Rare,5.0,"[{'name': 'Reborn'}, {'name': 'Taunt'}]",7.0,7.0,,,,Saviors of Uldum,,
8581,Octosari,Saviors of Uldum,Minion,<b>Deathrattle:</b> Draw 8 cards.,Neutral,Legendary,8.0,[{'name': 'Deathrattle'}],8.0,8.0,Beast,,,Saviors of Uldum,,
8582,Pit Crocolisk,Saviors of Uldum,Minion,<b>Battlecry:</b> Deal 5 damage.,Neutral,Common,6.0,[{'name': 'Battlecry'}],8.0,5.0,Beast,,,Saviors of Uldum,,
8583,Tip the Scales,Saviors of Uldum,Spell,Summon 7 Murlocs from your deck.,Paladin,Epic,,,8.0,,,,,Saviors of Uldum,,
8584,Tomb Warden,Saviors of Uldum,Minion,<b>Taunt</b>\n<b>Battlecry:</b> Summon a copy of this minion.,Warrior,Rare,6.0,"[{'name': 'Taunt'}, {'name': 'Battlecry'}]",8.0,3.0,Mech,,,Saviors of Uldum,,
8585,Tortollan Pilgrim,Saviors of Uldum,Minion,[x]<b>Battlecry</b>: <b>Discover</b> a spell\nin your deck and cast it\nwith random targets.,Mage,Epic,5.0,"[{'name': 'Discover'}, {'name': 'Battlecry'}]",8.0,5.0,,,,Saviors of Uldum,,
8586,Anubisath Warbringer,Saviors of Uldum,Minion,<b>Deathrattle:</b> Give all minions in your hand +3/+3.,Neutral,Common,6.0,[{'name': 'Deathrattle'}],9.0,9.0,,,,Saviors of Uldum,,
8588,Mogu Fleshshaper,Saviors of Uldum,Minion,[x]<b>Rush</b>. Costs (1) less for each\nminion on the battlefield.,Shaman,Rare,4.0,[{'name': 'Rush'}],9.0,3.0,,,,Saviors of Uldum,,
8589,Plague of Death,Saviors of Uldum,Spell,<b>Silence</b> and destroy all_minions.,Priest,Epic,,[{'name': 'Silence'}],9.0,,,Shadow,,Saviors of Uldum,,
8590,Colossus of the Moon,Saviors of Uldum,Minion,<b>Divine Shield</b>\n<b>Reborn</b>,Neutral,Legendary,10.0,"[{'name': 'Reborn'}, {'name': 'Divine Shield'}]",10.0,10.0,,,,Saviors of Uldum,,
8592,King Phaoris,Saviors of Uldum,Minion,"[x]<b>Battlecry:</b> For each spell\nin your hand, summon a\nrandom minion of the\nsame Cost.",Neutral,Legendary,5.0,[{'name': 'Battlecry'}],10.0,5.0,,,,Saviors of Uldum,,
8593,Living Monument,Saviors of Uldum,Minion,<b>Taunt</b>,Neutral,Common,10.0,[{'name': 'Taunt'}],10.0,10.0,,,,Saviors of Uldum,,
8595,Puzzle Box of Yogg-Saron,Saviors of Uldum,Spell,Cast 10 random spells <i>(targets chosen randomly).</i>,Mage,Epic,,,10.0,,,Shadow,,Saviors of Uldum,,
8648,Embiggen,Descent of Dragons,Spell,Give all minions in your deck +2/+2. They cost (1) more <i>(up to 10)</i>.,Druid,Epic,,,0.0,,,Nature,,Descent of Dragons,,
8653,Whispers of EVIL,Descent of Dragons,Spell,Add a <b>Lackey</b> to your_hand.,Priest,Common,,,0.0,,,,,Descent of Dragons,,
8656,Arcane Breath,Descent of Dragons,Spell,"Deal $2 damage to a minion. If you're holding a Dragon, <b>Discover</b> a spell.",Mage,Rare,,[{'name': 'Discover'}],1.0,,,Arcane,,Descent of Dragons,,
8657,Blazing Battlemage,Descent of Dragons,Minion,,Neutral,Common,2.0,,1.0,2.0,,,,Descent of Dragons,,
8658,Bloodsail Flybooter,Descent of Dragons,Minion,<b>Battlecry:</b> Add two 1/1 Pirates to your hand.,Rogue,Common,1.0,[{'name': 'Battlecry'}],1.0,1.0,Pirate,,,Descent of Dragons,,
8659,Clear the Way,Descent of Dragons,Spell,[x]<b>Sidequest:</b> Summon\n3 <b>Rush</b> minions.\n<b>Reward:</b> Summon a\n4/4 Gryphon with <b>Rush</b>.,Hunter,Rare,,"[{'name': 'Sidequest'}, {'name': 'Rush'}]",1.0,,,,,Descent of Dragons,,
8660,Depth Charge,Descent of Dragons,Minion,"At the start of your turn, deal 5 damage to ALL_minions.",Neutral,Rare,5.0,,1.0,0.0,,,,Descent of Dragons,,
8661,Disciple of Galakrond,Descent of Dragons,Minion,<b>Battlecry:</b> <b>Invoke</b> Galakrond.,Priest,Common,2.0,"[{'name': 'Battlecry'}, {'name': 'Invoke'}]",1.0,1.0,,,,Descent of Dragons,,
8664,Dragon's Hoard,Descent of Dragons,Spell,<b>Discover</b> a <b>Legendary</b>_minion from another class.,Rogue,Rare,,[{'name': 'Discover'}],1.0,,,,,Descent of Dragons,,
8665,Dwarven Sharpshooter,Descent of Dragons,Minion,Your Hero Power can target_minions.,Hunter,Common,3.0,,1.0,1.0,,,,Descent of Dragons,,
8666,Elemental Allies,Descent of Dragons,Spell,[x]<b>Sidequest:</b> Play an\nElemental 2 turns in a row.\n<b>Reward:</b> Draw 3 spells\nfrom your deck.,Mage,Rare,,[{'name': 'Sidequest'}],1.0,,,,,Descent of Dragons,,
8667,Hot Air Balloon,Descent of Dragons,Minion,"At the start of your turn, gain +1 Health.",Neutral,Common,2.0,,1.0,1.0,Mech,,,Descent of Dragons,,
8668,Invocation of Frost,Descent of Dragons,Spell,<b>Freeze</b> an enemy. \n<b>Invoke</b> Galakrond.,Shaman,Common,,"[{'name': 'Invoke'}, {'name': 'Freeze'}]",1.0,,,Frost,,Descent of Dragons,,
8669,Learn Draconic,Descent of Dragons,Spell,[x]<b>Sidequest:</b> Spend\n8 Mana on spells.\n<b>Reward:</b> Summon a\n6/6 Dragon.,Mage,Common,,[{'name': 'Sidequest'}],1.0,,,,,Descent of Dragons,,
8677,Praise Galakrond!,Descent of Dragons,Spell,[x]Give a minion +1 Attack.\n<b>Invoke</b> Galakrond.,Rogue,Common,,[{'name': 'Invoke'}],1.0,,,,,Descent of Dragons,,
8678,Rain of Fire,Descent of Dragons,Spell,Deal $1 damage to all_characters.,Warlock,Common,,,1.0,,,Fel,,Descent of Dragons,,
8680,Righteous Cause,Descent of Dragons,Spell,<b>Sidequest:</b> Summon 5 minions.\n<b>Reward:</b> Give your minions +1/+1.,Paladin,Rare,,[{'name': 'Sidequest'}],1.0,,,,,Descent of Dragons,,
8681,Sand Breath,Descent of Dragons,Spell,[x]Give a minion +1/+2.\nGive it <b>Divine Shield</b> if\nyou're holding a Dragon.,Paladin,Common,,[{'name': 'Divine Shield'}],1.0,,,,,Descent of Dragons,,
8682,Secure the Deck,Descent of Dragons,Spell,<b>Sidequest:</b> Attack twice with your hero. <b>Reward:</b> Add 3 'Claw' spells to your hand.,Druid,Epic,,[{'name': 'Sidequest'}],1.0,,,,,Descent of Dragons,,
8684,Sky Raider,Descent of Dragons,Minion,<b>Battlecry:</b> Add a random Pirate to your hand.,Warrior,Common,2.0,[{'name': 'Battlecry'}],1.0,1.0,Pirate,,,Descent of Dragons,,
8688,Storm's Wrath,Descent of Dragons,Spell,Give your minions +1/+1.\n<b>Overload:</b> (1),Shaman,Rare,,[{'name': 'Overload'}],1.0,,,Nature,,Descent of Dragons,,
8689,Strength in Numbers,Descent of Dragons,Spell,<b>Sidequest:</b> Spend 10 Mana on minions.\n<b>Reward:</b> Summon a minion from your deck.,Druid,Common,,[{'name': 'Sidequest'}],1.0,,,,,Descent of Dragons,,
8690,Surging Tempest,Descent of Dragons,Minion,Has +1 Attack while you_have <b>Overloaded</b> Mana Crystals.,Shaman,Common,3.0,[{'name': 'Overload'}],1.0,1.0,Elemental,,,Descent of Dragons,,
8692,Toxic Reinforcements,Descent of Dragons,Spell,[x]<b>Sidequest:</b> Use your Hero\nPower three times.\n<b>Reward:</b> Summon three\n2/1 Leper Gnomes.,Hunter,Epic,,[{'name': 'Sidequest'}],1.0,,,,,Descent of Dragons,,
8693,Treenforcements,Descent of Dragons,Spell,[x]<b>Choose One -</b> Give a\nminion +2 Health and\n<b>Taunt</b>; or Summon a\n2/2 Treant.,Druid,Rare,,[{'name': 'Taunt'}],1.0,,,Nature,,Descent of Dragons,,
8694,Violet Spellwing,Descent of Dragons,Minion,<b>Deathrattle:</b> Add an 'Arcane Missiles' spell to_your hand.,Mage,Common,1.0,[{'name': 'Deathrattle'}],1.0,1.0,Elemental,,,Descent of Dragons,,
8695,Breath of Dreams,Descent of Dragons,Spell,"Draw a card. If you're holding a Dragon, gain an empty Mana Crystal.",Druid,Rare,,,2.0,,,Nature,,Descent of Dragons,,
8697,Corrosive Breath,Descent of Dragons,Spell,"[x]Deal $3 damage to a\nminion. If you're holding\na Dragon, it also hits\nthe enemy hero.",Hunter,Common,,,2.0,,,Nature,,Descent of Dragons,,
8698,Dragon Breeder,Descent of Dragons,Minion,<b>Battlecry:</b> Choose a friendly Dragon. Add a copy of it to_your hand.,Neutral,Rare,3.0,[{'name': 'Battlecry'}],2.0,2.0,,,,Descent of Dragons,,
8699,Envoy of Lazul,Descent of Dragons,Minion,[x]<b>Battlecry:</b> Look at 3 cards.\nGuess which one is in\nyour opponent's hand\nto get a copy of it.,Priest,Epic,2.0,[{'name': 'Battlecry'}],2.0,2.0,,,,Descent of Dragons,,
8700,Evasive Chimaera,Descent of Dragons,Minion,<b>Poisonous</b>\nCan't be targeted by spells or Hero Powers.,Neutral,Common,1.0,[{'name': 'Poisonous'}],2.0,2.0,Beast,,,Descent of Dragons,,
8706,Grizzled Wizard,Descent of Dragons,Minion,<b>Battlecry:</b> Swap Hero Powers with your opponent until your next turn.,Neutral,Epic,2.0,[{'name': 'Battlecry'}],2.0,3.0,,,,Descent of Dragons,,
8708,Nether Breath,Descent of Dragons,Spell,"Deal $2 damage.\nIf you're holding a Dragon, deal $4 damage with <b>Lifesteal</b> instead.",Warlock,Rare,,[{'name': 'Lifesteal'}],2.0,,,Fel,,Descent of Dragons,,
8709,Parachute Brigand,Descent of Dragons,Minion,"[x]After you play a Pirate,\nsummon this minion\nfrom your hand.",Neutral,Common,2.0,,2.0,2.0,Pirate,,,Descent of Dragons,,
8710,Phase Stalker,Descent of Dragons,Minion,"[x]After you use your Hero\nPower, cast a <b>Secret</b>\nfrom your deck.",Hunter,Rare,3.0,[{'name': 'Secret'}],2.0,2.0,Beast,,,Descent of Dragons,,
8711,Ritual Chopper,Descent of Dragons,Weapon,<b>Battlecry:</b> <b>Invoke</b> Galakrond.,Warrior,Rare,,"[{'name': 'Invoke'}, {'name': 'Battlecry'}]",2.0,1.0,,,2.0,Descent of Dragons,,
8712,Sanctuary,Descent of Dragons,Spell,[x]<b>Sidequest:</b> Take no\ndamage for a turn.\n<b>Reward:</b> Summon a 3/6\nminion with <b>Taunt</b>.,Paladin,Epic,,"[{'name': 'Sidequest'}, {'name': 'Taunt'}]",2.0,,,,,Descent of Dragons,,
8713,Shrubadier,Descent of Dragons,Minion,<b>Battlecry:</b> Summon a 2/2_Treant.,Druid,Common,1.0,[{'name': 'Battlecry'}],2.0,1.0,,,,Descent of Dragons,,
8715,Tasty Flyfish,Descent of Dragons,Minion,<b>Deathrattle:</b> Give a Dragon in your hand +2/+2.,Neutral,Common,2.0,[{'name': 'Deathrattle'}],2.0,2.0,Murloc,,,Descent of Dragons,,
8716,Transmogrifier,Descent of Dragons,Minion,"Whenever you draw a card, transform it into a random <b>Legendary</b> minion.",Neutral,Epic,3.0,,2.0,2.0,,,,Descent of Dragons,,
